Date: 07-15 at 09:41:56, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 1215.80(4) mean: 3549.65, max: 4337.95
Date: 07-15 at 09:43:03, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 837.69(4) mean: 2891.71, max: 3893.41
Date: 07-15 at 09:44:09, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 775.67(4) mean: 2178.68, max: 2921.06
Date: 07-15 at 09:45:15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 753.28(4) mean: 1543.21, max: 2129.41
Date: 07-15 at 09:46:14, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 736.68(5) mean: 817.87, max: 881.37
Date: 07-15 at 09:47:14, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 668.40(5) mean: 824.21, max: 888.37
Date: 07-15 at 09:48:11, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 664.52(5) mean: 760.24, max: 800.63
Date: 07-15 at 09:49:13, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 626.24(4) mean: 703.37, max: 733.08
Date: 07-15 at 09:50:17, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 626.24(4) mean: 699.61, max: 740.74
Date: 07-15 at 09:51:19, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 626.24(4) mean: 689.15, max: 713.78
Date: 07-15 at 09:52:25, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 626.24(4) mean: 687.82, max: 713.75
Date: 07-15 at 09:53:25, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 626.24(4) mean: 699.42, max: 759.99
Date: 07-15 at 09:54:29, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 626.24(4) mean: 684.56, max: 716.69
Date: 07-15 at 09:55:27, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 667.10, max: 714.24
Date: 07-15 at 09:56:26, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 659.99, max: 712.64
Date: 07-15 at 09:57:27, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 591.86, max: 614.61
Date: 07-15 at 09:58:30, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 590.23, max: 614.61
Date: 07-15 at 09:59:31, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:00:35, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:01:35, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:02:39, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:03:42, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:04:46, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:05:50, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:06:51, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:07:55, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:08:56, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:10:00, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:11:01, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:12:04, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:13:07, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:14:10, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:15:14, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:16:15, iter: 34, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:17:19, iter: 35, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:18:20, iter: 36, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:19:23, iter: 37, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:20:25, iter: 38, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:21:28, iter: 39, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:22:30, iter: 40, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:23:32, iter: 41, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:24:33, iter: 42, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:25:37, iter: 43, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:26:41, iter: 44, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:27:42, iter: 45, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:28:44, iter: 46, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:29:44, iter: 47, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:30:48, iter: 48, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:31:50, iter: 49, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:32:55, iter: 50, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:33:56, iter: 51, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:34:56, iter: 52, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:35:59, iter: 53, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:37:02, iter: 54, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:38:05, iter: 55, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:39:04, iter: 56, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:40:08, iter: 57, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:41:09, iter: 58, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:42:13, iter: 59, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:43:16, iter: 60, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:44:18, iter: 61, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:45:20, iter: 62, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:46:21, iter: 63, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:47:25, iter: 64, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:48:26, iter: 65, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:49:28, iter: 66, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:50:27, iter: 67, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:51:30, iter: 68, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:52:33, iter: 69, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:53:36, iter: 70, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:54:38, iter: 71, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:55:39, iter: 72, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:56:43, iter: 73, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:57:45, iter: 74, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
Date: 07-15 at 10:58:49, iter: 75, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 588.49(3) mean: 588.49, max: 588.49
