Date: 07-15 at 05:37:28, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 1115.42(4) mean: 3229.36, max: 4178.14
Date: 07-15 at 05:38:34, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 971.12(8) mean: 2306.47, max: 3409.07
Date: 07-15 at 05:39:38, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 836.73(7) mean: 2304.10, max: 3371.87
Date: 07-15 at 05:40:46, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 834.43(7) mean: 2125.09, max: 3126.98
Date: 07-15 at 05:41:52, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 834.43(7) mean: 1775.64, max: 2585.37
Date: 07-15 at 05:42:58, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 834.43(7) mean: 1003.05, max: 1163.84
Date: 07-15 at 05:44:00, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 785.01(7) mean: 886.02, max: 1061.31
Date: 07-15 at 05:45:06, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 762.61(6) mean: 906.85, max: 1111.88
Date: 07-15 at 05:46:09, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 762.61(6) mean: 904.84, max: 1128.42
Date: 07-15 at 05:47:11, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 762.52(6) mean: 802.95, max: 852.33
Date: 07-15 at 05:48:10, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 739.73(6) mean: 782.21, max: 851.47
Date: 07-15 at 05:49:19, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 739.73(6) mean: 774.10, max: 851.47
Date: 07-15 at 05:50:20, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 692.32(5) mean: 853.37, max: 930.96
Date: 07-15 at 05:51:23, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 690.15(5) mean: 792.40, max: 867.11
Date: 07-15 at 05:52:25, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 684.74, max: 774.68
Date: 07-15 at 05:53:23, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 660.14, max: 690.15
Date: 07-15 at 05:54:23, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 657.96, max: 690.15
Date: 07-15 at 05:55:25, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 657.96, max: 690.15
Date: 07-15 at 05:56:25, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 630.28, max: 630.28
Date: 07-15 at 05:57:29, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 630.28, max: 630.28
Date: 07-15 at 05:58:28, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 630.28, max: 630.28
Date: 07-15 at 05:59:31, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 630.28, max: 630.28
Date: 07-15 at 06:00:28, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 630.28, max: 630.28
Date: 07-15 at 06:01:24, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 630.28, max: 630.28
Date: 07-15 at 06:02:28, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 630.28, max: 630.28
Date: 07-15 at 06:03:26, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 630.28, max: 630.28
Date: 07-15 at 06:04:32, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 630.28, max: 630.28
Date: 07-15 at 06:05:38, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 630.28, max: 630.28
Date: 07-15 at 06:06:42, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 630.28, max: 630.28
Date: 07-15 at 06:07:41, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 630.28, max: 630.28
Date: 07-15 at 06:08:39, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 630.28, max: 630.28
Date: 07-15 at 06:09:47, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 630.28, max: 630.28
Date: 07-15 at 06:10:49, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49 best obj: 630.28(4) mean: 630.28, max: 630.28
