Date: 01-02 at 16:23:26, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1497.70(15), mean: 2426.87, max: 3004.73
Date: 01-02 at 16:24:27, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1417.37(14), mean: 2261.99, max: 2956.85
Date: 01-02 at 16:25:30, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1412.18(14), mean: 2158.75, max: 2997.85
Date: 01-02 at 16:26:32, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1412.18(14), mean: 2072.44, max: 2923.72
Date: 01-02 at 16:27:37, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1412.18(14), mean: 2013.19, max: 2945.82
Date: 01-02 at 16:28:40, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1412.18(14), mean: 1583.76, max: 1733.75
Date: 01-02 at 16:29:44, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1412.18(14), mean: 1610.38, max: 1789.72
Date: 01-02 at 16:30:44, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1412.18(14), mean: 1695.16, max: 1877.79
Date: 01-02 at 16:31:47, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1412.18(14), mean: 1699.72, max: 1943.50
Date: 01-02 at 16:32:47, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1412.18(14), mean: 1730.03, max: 1964.86
Date: 01-02 at 16:33:49, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1380.89(13), mean: 1534.36, max: 1806.04
Date: 01-02 at 16:34:49, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1379.89(13), mean: 1581.30, max: 1800.37
Date: 01-02 at 16:35:48, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1379.89(13), mean: 1642.73, max: 1849.54
Date: 01-02 at 16:36:50, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1379.89(13), mean: 1559.25, max: 1752.62
Date: 01-02 at 16:37:50, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1379.89(13), mean: 1562.51, max: 1753.46
Date: 01-02 at 16:38:51, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1379.89(13), mean: 1457.03, max: 1541.87
Date: 01-02 at 16:39:50, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1379.89(13), mean: 1525.66, max: 1785.21
Date: 01-02 at 16:40:53, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1379.89(13), mean: 1567.86, max: 1850.33
Date: 01-02 at 16:41:53, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1348.78(14), mean: 1490.87, max: 1782.38
Date: 01-02 at 16:42:52, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1340.34(14), mean: 1457.61, max: 1794.46
Date: 01-02 at 16:43:53, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1339.28(14), mean: 1510.93, max: 1802.36
Date: 01-02 at 16:44:51, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1339.28(14), mean: 1472.98, max: 1810.84
Date: 01-02 at 16:45:55, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1339.28(14), mean: 1417.67, max: 1536.69
Date: 01-02 at 16:46:53, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1339.28(14), mean: 1405.23, max: 1465.96
Date: 01-02 at 16:47:55, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1339.28(14), mean: 1409.61, max: 1474.19
Date: 01-02 at 16:48:53, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1339.28(14), mean: 1546.48, max: 1847.56
Date: 01-02 at 16:49:53, #particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1324.66(14), mean: 1426.29, max: 1729.40
Date: 01-02 at 16:50:51, #particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1310.39(13), mean: 1417.85, max: 1758.47
Date: 01-02 at 16:51:50, #particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1310.39(13), mean: 1470.21, max: 1808.28
Date: 01-02 at 16:52:48, #particle: 15, iter: 33, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1309.93(13), mean: 1387.11, max: 1561.99
Date: 01-02 at 16:53:49, #particle: 15, iter: 34, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1309.93(13), mean: 1374.01, max: 1499.50
Date: 01-02 at 16:54:48, #particle: 15, iter: 35, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1309.93(13), mean: 1352.46, max: 1384.16
Date: 01-02 at 16:55:51, #particle: 15, iter: 36, fix: false, local: true, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1309.93(13), mean: 1357.05, max: 1410.19
