Date: 12-18 at 14:24:50, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1590.12(14), mean: 2678.76, max: 3069.68
Date: 12-18 at 14:25:54, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1505.91(14), mean: 2699.07, max: 3141.88
Date: 12-18 at 14:26:58, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1498.10(14), mean: 2467.89, max: 3087.17
Date: 12-18 at 14:27:57, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1498.10(14), mean: 2410.65, max: 3029.72
Date: 12-18 at 14:29:11, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1452.90(16), mean: 1584.93, max: 1709.72
Date: 12-18 at 14:30:11, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1435.98(15), mean: 1648.07, max: 1749.98
Date: 12-18 at 14:31:08, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1416.93(15), mean: 1706.08, max: 1811.10
Date: 12-18 at 14:32:13, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1408.45(15), mean: 1673.15, max: 1849.19
Date: 12-18 at 14:33:18, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1408.44(14), mean: 1699.24, max: 1917.05
Date: 12-18 at 14:34:26, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1408.44(14), mean: 1503.24, max: 1616.09
Date: 12-18 at 14:35:31, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1408.44(14), mean: 1548.94, max: 1662.56
Date: 12-18 at 14:36:33, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1406.55(15), mean: 1480.19, max: 1657.03
Date: 12-18 at 14:37:34, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1384.37(14), mean: 1504.36, max: 1692.74
Date: 12-18 at 14:38:38, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1384.30(14), mean: 1509.40, max: 1688.05
Date: 12-18 at 14:39:37, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1384.30(14), mean: 1504.61, max: 1617.33
Date: 12-18 at 14:40:44, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1369.53(14), mean: 1428.99, max: 1489.31
Date: 12-18 at 14:41:42, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1363.85(14), mean: 1460.36, max: 1525.19
Date: 12-18 at 14:42:47, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1363.85(14), mean: 1406.99, max: 1461.92
Date: 12-18 at 14:43:52, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1363.85(14), mean: 1404.04, max: 1437.11
Date: 12-18 at 14:44:51, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1363.85(14), mean: 1420.45, max: 1468.93
Date: 12-18 at 14:45:51, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1363.85(14), mean: 1420.86, max: 1486.71
Date: 12-18 at 14:46:58, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1363.85(14), mean: 1475.33, max: 1600.42
Date: 12-18 at 14:48:00, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1361.04(14), mean: 1399.90, max: 1626.47
Date: 12-18 at 14:49:03, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1338.89(13), mean: 1382.82, max: 1438.21
Date: 12-18 at 14:50:09, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1308.77(13), mean: 1371.39, max: 1422.01
Date: 12-18 at 14:51:12, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1308.77(13), mean: 1370.69, max: 1422.01
Date: 12-18 at 14:52:06, #particle: 15, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1308.77(13), mean: 1427.50, max: 1483.85
Date: 12-18 at 14:53:11, #particle: 15, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1308.77(13), mean: 1371.41, max: 1407.97
Date: 12-18 at 14:54:15, #particle: 15, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1308.77(13), mean: 1365.23, max: 1402.88
Date: 12-18 at 14:55:17, #particle: 15, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1308.77(13), mean: 1444.93, max: 1656.59
Date: 12-18 at 14:56:15, #particle: 15, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1308.77(13), mean: 1442.46, max: 1626.53
Date: 12-18 at 14:57:16, #particle: 15, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1308.77(13), mean: 1449.67, max: 1665.55
Date: 12-18 at 14:58:19, #particle: 15, iter: 35, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1308.77(13), mean: 1378.00, max: 1456.43
Date: 12-18 at 14:59:23, #particle: 15, iter: 37, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1308.77(13), mean: 1435.82, max: 1536.70
Date: 12-18 at 15:00:26, #particle: 15, iter: 38, fix: false, local: false, cut car: true, new generate: false, Khoo: 1212.83, best obj: 1308.77(13), mean: 1419.62, max: 1530.94
