Date: 07-11 at 15:57:50, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 1391.83(16) mean: 3262.02, max: 3888.66
Date: 07-11 at 15:58:53, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 1363.90(16) mean: 3021.31, max: 3772.86
Date: 07-11 at 15:59:58, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 1192.06(14) mean: 3013.31, max: 3772.56
Date: 07-11 at 16:01:03, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 1164.41(13) mean: 2914.74, max: 3620.63
Date: 07-11 at 16:02:07, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 1164.41(13) mean: 1336.47, max: 1523.15
Date: 07-11 at 16:03:11, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 1135.58(14) mean: 1403.08, max: 1586.34
Date: 07-11 at 16:04:15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 1030.80(13) mean: 1398.10, max: 1622.68
Date: 07-11 at 16:05:22, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 1017.86(13) mean: 1256.18, max: 1630.35
Date: 07-11 at 16:06:25, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 985.99(12) mean: 1307.28, max: 1642.29
Date: 07-11 at 16:07:28, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 985.75(12) mean: 1142.93, max: 1300.51
Date: 07-11 at 16:08:30, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 959.99(12) mean: 1102.48, max: 1226.67
Date: 07-11 at 16:09:32, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 946.90(12) mean: 1113.77, max: 1269.81
Date: 07-11 at 16:10:33, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 946.90(12) mean: 1143.26, max: 1305.08
Date: 07-11 at 16:11:36, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 923.32(12) mean: 1144.64, max: 1324.80
Date: 07-11 at 16:12:41, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 920.06(12) mean: 1088.70, max: 1212.62
Date: 07-11 at 16:13:42, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 919.97(12) mean: 1065.91, max: 1174.61
Date: 07-11 at 16:14:46, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 919.97(12) mean: 1075.34, max: 1217.75
Date: 07-11 at 16:15:49, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 919.97(12) mean: 1007.78, max: 1114.56
Date: 07-11 at 16:16:51, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 919.97(12) mean: 992.16, max: 1115.22
Date: 07-11 at 16:17:51, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 919.97(12) mean: 978.39, max: 1102.26
Date: 07-11 at 16:18:54, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 919.97(12) mean: 1175.10, max: 1531.91
Date: 07-11 at 16:19:55, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 919.97(12) mean: 1085.87, max: 1555.10
Date: 07-11 at 16:20:56, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 919.97(12) mean: 1081.41, max: 1542.43
Date: 07-11 at 16:21:58, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 919.97(12) mean: 1065.74, max: 1524.60
Date: 07-11 at 16:23:00, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 919.97(12) mean: 1170.26, max: 1488.58
Date: 07-11 at 16:24:02, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 919.97(12) mean: 1008.07, max: 1210.12
Date: 07-11 at 16:25:01, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 903.58(11) mean: 977.51, max: 1137.38
Date: 07-11 at 16:26:00, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 900.27(11) mean: 962.92, max: 1153.70
Date: 07-11 at 16:27:01, iter: 31, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.07 best obj: 890.62(11) mean: 948.02, max: 1091.65
