Date: 01-23 at 04:56:34, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 1627.71(14), mean: 3464.10, max: 3868.41
Date: 01-23 at 04:57:16, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 1276.58(14), mean: 3213.86, max: 3680.97
Date: 01-23 at 04:58:05, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 1248.71(14), mean: 2727.74, max: 3540.03
Date: 01-23 at 04:58:51, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 1248.71(14), mean: 2749.46, max: 3536.90
Date: 01-23 at 04:59:37, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 1248.71(14), mean: 2550.05, max: 3395.76
Date: 01-23 at 05:00:24, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 1248.71(14), mean: 2446.83, max: 3221.81
Date: 01-23 at 05:01:17, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 1175.07(14), mean: 2407.80, max: 3195.81
Date: 01-23 at 05:02:10, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 1131.36(14), mean: 2127.57, max: 3122.29
Date: 01-23 at 05:03:01, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 1065.96(14), mean: 1476.22, max: 2581.48
Date: 01-23 at 05:03:57, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 1061.11(14), mean: 1231.82, max: 1564.51
Date: 01-23 at 05:04:48, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 1029.70(13), mean: 1163.87, max: 1253.78
Date: 01-23 at 05:05:35, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 1029.70(13), mean: 1111.14, max: 1233.76
