Date: 07-07 at 09:44:49, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1434.05(5) mean: 3205.01, max: 3889.45
Date: 07-07 at 09:45:58, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1271.19(9) mean: 2319.75, max: 3027.27
Date: 07-07 at 09:47:05, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1175.78(9) mean: 2046.07, max: 2866.32
Date: 07-07 at 09:48:11, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1173.15(9) mean: 1927.89, max: 2728.58
Date: 07-07 at 09:49:15, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1172.12(9) mean: 1868.14, max: 2631.05
Date: 07-07 at 09:50:27, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1172.12(9) mean: 1314.45, max: 1464.47
Date: 07-07 at 09:51:30, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1172.12(9) mean: 1290.82, max: 1386.01
Date: 07-07 at 09:52:36, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1172.12(9) mean: 1281.83, max: 1344.83
Date: 07-07 at 09:53:42, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1172.12(9) mean: 1331.82, max: 1413.02
Date: 07-07 at 09:54:52, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1172.12(9) mean: 1478.03, max: 1807.97
Date: 07-07 at 09:56:00, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1172.12(9) mean: 1305.53, max: 1588.49
Date: 07-07 at 09:57:09, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1172.12(9) mean: 1295.47, max: 1591.99
Date: 07-07 at 09:58:12, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1172.12(9) mean: 1293.66, max: 1437.52
Date: 07-07 at 09:59:17, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1172.12(9) mean: 1441.41, max: 1600.06
Date: 07-07 at 10:00:23, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1172.12(9) mean: 1287.78, max: 1489.45
Date: 07-07 at 10:01:28, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1132.99(9) mean: 1282.93, max: 1554.18
Date: 07-07 at 10:02:33, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1128.00(9) mean: 1283.28, max: 1485.18
Date: 07-07 at 10:03:45, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1128.00(9) mean: 1171.77, max: 1224.07
Date: 07-07 at 10:04:51, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1128.00(9) mean: 1191.78, max: 1289.92
Date: 07-07 at 10:05:57, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1128.00(9) mean: 1167.32, max: 1258.54
Date: 07-07 at 10:07:03, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1117.72(9) mean: 1162.01, max: 1215.34
