Date: 07-07 at 16:06:50, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1324.98(11) mean: 2287.24, max: 3051.40
Date: 07-07 at 16:08:06, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1239.07(11) mean: 2126.54, max: 2916.45
Date: 07-07 at 16:09:15, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1180.25(11) mean: 2017.01, max: 2674.61
Date: 07-07 at 16:10:29, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1169.04(11) mean: 1916.94, max: 2542.36
Date: 07-07 at 16:11:45, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1168.15(11) mean: 1661.55, max: 2186.19
Date: 07-07 at 16:13:04, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1124.63(10) mean: 1232.60, max: 1317.17
Date: 07-07 at 16:14:17, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1120.22(10) mean: 1278.18, max: 1354.80
Date: 07-07 at 16:15:37, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1111.88(10) mean: 1297.18, max: 1404.38
Date: 07-07 at 16:16:51, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1108.23(10) mean: 1268.79, max: 1402.00
Date: 07-07 at 16:18:14, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1107.46(10) mean: 1197.16, max: 1251.35
Date: 07-07 at 16:19:29, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1107.46(10) mean: 1193.28, max: 1264.46
Date: 07-07 at 16:20:42, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1107.46(10) mean: 1221.24, max: 1309.24
Date: 07-07 at 16:21:59, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1105.20(10) mean: 1235.98, max: 1361.03
Date: 07-07 at 16:23:25, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1104.93(10) mean: 1172.16, max: 1240.09
Date: 07-07 at 16:24:37, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1104.93(10) mean: 1232.02, max: 1306.13
Date: 07-07 at 16:25:51, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1104.93(10) mean: 1237.07, max: 1345.50
Date: 07-07 at 16:27:16, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1104.93(10) mean: 1189.82, max: 1309.40
Date: 07-07 at 16:28:34, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1103.06(10) mean: 1180.67, max: 1278.17
Date: 07-07 at 16:29:58, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1096.37(10) mean: 1169.01, max: 1254.60
Date: 07-07 at 16:31:15, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1096.37(10) mean: 1163.43, max: 1300.50
Date: 07-07 at 16:32:34, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1096.37(10) mean: 1181.15, max: 1336.17
Date: 07-07 at 16:33:57, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1096.37(10) mean: 1139.10, max: 1218.32
Date: 07-07 at 16:35:11, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1096.37(10) mean: 1143.25, max: 1241.04
Date: 07-07 at 16:36:27, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1096.37(10) mean: 1284.75, max: 1500.01
Date: 07-07 at 16:37:45, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1096.37(10) mean: 1161.94, max: 1357.64
Date: 07-07 at 16:39:00, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1091.31(9) mean: 1144.13, max: 1222.24
Date: 07-07 at 16:40:16, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1091.31(9) mean: 1158.81, max: 1254.72
Date: 07-07 at 16:41:37, iter: 29, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1083.79(8) mean: 1116.01, max: 1196.41
Date: 07-07 at 16:42:51, iter: 30, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1082.24(8) mean: 1116.63, max: 1252.93
Date: 07-07 at 16:44:08, iter: 31, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1082.24(8) mean: 1118.98, max: 1286.80
Date: 07-07 at 16:45:26, iter: 32, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1082.24(8) mean: 1101.08, max: 1179.66
Date: 07-07 at 16:46:38, iter: 33, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1082.24(8) mean: 1097.27, max: 1184.45
Date: 07-07 at 16:47:49, iter: 34, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1082.24(8) mean: 1092.93, max: 1129.23
