Date: 07-06 at 05:27:42, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1468.44(5) mean: 2502.01, max: 3394.55
Date: 07-06 at 05:28:23, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1337.50(5) mean: 2240.17, max: 3054.70
Date: 07-06 at 05:29:15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1273.40(5) mean: 1979.34, max: 2644.17
Date: 07-06 at 05:30:00, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1268.52(5) mean: 1717.77, max: 2382.88
Date: 07-06 at 05:30:42, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1262.14(5) mean: 1633.14, max: 2359.14
Date: 07-06 at 05:31:41, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1239.26(9) mean: 1390.40, max: 1940.07
Date: 07-06 at 05:32:39, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1165.90(9) mean: 1378.99, max: 1468.03
Date: 07-06 at 05:33:30, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1154.07(9) mean: 1400.18, max: 1531.38
Date: 07-06 at 05:34:29, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1138.01(9) mean: 1405.03, max: 1565.22
Date: 07-06 at 05:35:27, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1138.01(9) mean: 1322.54, max: 1582.83
Date: 07-06 at 05:36:30, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1138.01(9) mean: 1257.53, max: 1397.55
Date: 07-06 at 05:37:32, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1138.01(9) mean: 1251.87, max: 1369.30
Date: 07-06 at 05:38:28, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1138.01(9) mean: 1223.61, max: 1309.74
Date: 07-06 at 05:39:28, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1138.01(9) mean: 1357.51, max: 1606.97
Date: 07-06 at 05:40:28, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1115.19(8) mean: 1293.96, max: 1451.06
