Date: 07-03 at 18:14:01, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1984.47(20) mean: 2800.57, max: 3178.25
Date: 07-03 at 18:15:37, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1874.56(20) mean: 2735.16, max: 3207.99
Date: 07-03 at 18:17:17, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1871.44(20) mean: 2588.69, max: 3186.21
Date: 07-03 at 18:18:45, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1871.44(20) mean: 2603.07, max: 3218.71
Date: 07-03 at 18:20:16, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1871.44(20) mean: 2462.37, max: 3078.74
Date: 07-03 at 18:21:49, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1871.44(20) mean: 2447.63, max: 3115.01
Date: 07-03 at 18:23:21, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1871.44(20) mean: 2459.18, max: 3050.97
Date: 07-03 at 18:25:09, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1871.44(20) mean: 2031.61, max: 2353.24
Date: 07-03 at 18:26:45, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1832.47(20) mean: 2046.99, max: 2375.35
Date: 07-03 at 18:28:21, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1811.49(19) mean: 2040.93, max: 2395.71
Date: 07-03 at 18:29:50, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1779.26(19) mean: 2055.83, max: 2392.46
Date: 07-03 at 18:31:25, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1779.25(18) mean: 2098.75, max: 2452.56
Date: 07-03 at 18:33:11, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1779.25(18) mean: 1987.96, max: 2395.27
Date: 07-03 at 18:34:46, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1779.25(18) mean: 1895.52, max: 2019.44
Date: 07-03 at 18:36:12, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1779.25(18) mean: 1948.65, max: 2098.66
Date: 07-03 at 18:37:51, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1779.25(18) mean: 1893.95, max: 2130.88
Date: 07-03 at 18:39:24, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1779.25(18) mean: 1962.57, max: 2157.82
Date: 07-03 at 18:40:59, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1778.18(18) mean: 1878.84, max: 2198.81
Date: 07-03 at 18:42:23, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1778.18(18) mean: 1891.28, max: 2224.16
Date: 07-03 at 18:43:41, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1778.18(18) mean: 1950.39, max: 2285.02
Date: 07-03 at 18:45:22, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1778.18(18) mean: 1860.57, max: 2046.21
Date: 07-03 at 18:46:55, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1773.47(19) mean: 1855.27, max: 2127.84
Date: 07-03 at 18:48:21, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1773.19(19) mean: 1852.66, max: 2017.06
Date: 07-03 at 18:49:46, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1773.19(19) mean: 1906.85, max: 2095.85
Date: 07-03 at 18:51:24, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1773.19(19) mean: 1942.07, max: 2137.37
Date: 07-03 at 18:52:57, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1773.19(19) mean: 1826.64, max: 1963.13
Date: 07-03 at 18:54:30, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1773.19(19) mean: 1834.20, max: 2048.60
Date: 07-03 at 18:56:09, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1773.19(19) mean: 1909.56, max: 2035.78
Date: 07-03 at 18:57:42, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1773.19(19) mean: 1847.79, max: 2079.46
Date: 07-03 at 18:59:08, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1773.19(19) mean: 1872.97, max: 2093.61
Date: 07-03 at 19:00:48, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1766.64(18) mean: 1821.85, max: 1904.45
Date: 07-03 at 19:02:12, iter: 35, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1758.79(18) mean: 1867.38, max: 1953.18
Date: 07-03 at 19:03:40, iter: 36, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1758.79(18) mean: 1871.50, max: 2049.44
Date: 07-03 at 19:05:08, iter: 37, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1758.79(18) mean: 1853.31, max: 1945.52
Date: 07-03 at 19:06:49, iter: 38, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1758.79(18) mean: 1838.16, max: 1944.96
Date: 07-03 at 19:08:10, iter: 39, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1758.79(18) mean: 1905.97, max: 2035.35
Date: 07-03 at 19:09:51, iter: 41, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1758.79(18) mean: 1876.37, max: 2106.85
Date: 07-03 at 19:11:25, iter: 42, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1758.79(18) mean: 1927.32, max: 2139.25
Date: 07-03 at 19:12:50, iter: 43, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1758.79(18) mean: 1852.63, max: 1973.97
Date: 07-03 at 19:14:22, iter: 44, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1758.79(18) mean: 1827.58, max: 1988.82
Date: 07-03 at 19:15:56, iter: 46, fix: false, local: false, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1746.99(18) mean: 1846.73, max: 2111.76
