Date: 07-05 at 11:28:16, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1758.20(20) mean: 2531.19, max: 2953.91
Date: 07-05 at 11:30:01, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1686.53(19) mean: 2458.93, max: 2937.90
Date: 07-05 at 11:31:39, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1680.80(19) mean: 2461.82, max: 2901.80
Date: 07-05 at 11:33:23, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1632.31(20) mean: 2083.28, max: 2897.40
Date: 07-05 at 11:35:14, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1600.50(19) mean: 1654.49, max: 1798.15
Date: 07-05 at 11:36:43, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1574.64(19) mean: 1663.43, max: 1764.67
Date: 07-05 at 11:38:16, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1562.35(19) mean: 1694.64, max: 1804.18
Date: 07-05 at 11:40:12, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1560.62(19) mean: 1637.83, max: 1815.95
Date: 07-05 at 11:41:45, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1558.76(19) mean: 1613.30, max: 1713.89
Date: 07-05 at 11:43:24, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1555.86(19) mean: 1601.00, max: 1676.90
Date: 07-05 at 11:44:55, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1555.86(19) mean: 1635.53, max: 1710.03
Date: 07-05 at 11:46:42, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1553.17(20) mean: 1587.85, max: 1675.11
Date: 07-05 at 11:48:29, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1543.83(20) mean: 1583.57, max: 1651.65
Date: 07-05 at 11:49:53, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1543.83(20) mean: 1635.60, max: 1674.21
Date: 07-05 at 11:51:25, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1543.83(20) mean: 1667.13, max: 1710.05
Date: 07-05 at 11:52:58, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1543.83(20) mean: 1713.99, max: 1772.07
Date: 07-05 at 11:54:50, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1454.68 best obj: 1543.83(20) mean: 1710.94, max: 1817.02
