Date: 07-01 at 02:58:05, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1584.50(6) mean: 3288.98, max: 3826.61
Date: 07-01 at 02:59:11, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1438.56(12) mean: 2451.75, max: 3296.61
Date: 07-01 at 03:00:16, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1351.57(11) mean: 2305.83, max: 3219.61
Date: 07-01 at 03:01:14, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1319.29(11) mean: 2328.45, max: 3262.06
Date: 07-01 at 03:02:17, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1319.29(11) mean: 2251.52, max: 3252.63
Date: 07-01 at 03:03:23, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1319.29(11) mean: 2060.07, max: 2937.75
Date: 07-01 at 03:04:28, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1319.29(11) mean: 2041.71, max: 2859.37
Date: 07-01 at 03:05:28, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1319.29(11) mean: 2042.56, max: 2813.42
Date: 07-01 at 03:06:39, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1319.29(11) mean: 1566.27, max: 1741.57
Date: 07-01 at 03:07:39, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1319.29(11) mean: 1574.37, max: 1766.35
Date: 07-01 at 03:08:41, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1319.29(11) mean: 1510.17, max: 1712.03
Date: 07-01 at 03:09:43, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1319.29(11) mean: 1499.13, max: 1738.25
Date: 07-01 at 03:10:48, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1311.93(11) mean: 1537.86, max: 1800.96
Date: 07-01 at 03:11:49, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1296.30(10) mean: 1512.30, max: 1710.50
Date: 07-01 at 03:12:51, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1296.30(10) mean: 1510.37, max: 1739.10
Date: 07-01 at 03:13:53, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1296.30(10) mean: 1478.00, max: 1690.09
Date: 07-01 at 03:14:51, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1296.30(10) mean: 1477.14, max: 1645.07
