Date: 08-11 at 13:29:27, #particle: 30, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1476.54(16), mean: 2200.15, max: 2996.40
Date: 08-11 at 13:32:21, #particle: 30, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1413.90(16), mean: 2168.77, max: 2972.79
Date: 08-11 at 13:35:18, #particle: 30, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1392.03(16), mean: 2152.51, max: 2972.14
Date: 08-11 at 13:38:14, #particle: 30, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1370.50(16), mean: 2039.39, max: 2943.71
Date: 08-11 at 13:41:11, #particle: 30, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1370.50(16), mean: 1967.03, max: 2804.07
Date: 08-11 at 13:44:08, #particle: 30, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1370.50(16), mean: 1930.76, max: 2774.88
Date: 08-11 at 13:47:09, #particle: 30, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1370.50(16), mean: 1928.63, max: 2776.88
Date: 08-11 at 13:50:11, #particle: 30, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1370.50(16), mean: 1956.56, max: 2724.46
Date: 08-11 at 13:53:15, #particle: 30, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1370.50(16), mean: 1908.05, max: 2681.33
Date: 08-11 at 13:56:18, #particle: 30, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1370.50(16), mean: 1824.26, max: 2579.40
Date: 08-11 at 13:59:23, #particle: 30, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1370.50(16), mean: 1640.76, max: 2327.43
Date: 08-11 at 14:02:20, #particle: 30, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1370.50(16), mean: 1532.54, max: 2262.78
Date: 08-11 at 14:05:14, #particle: 30, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1370.50(16), mean: 1615.52, max: 1878.40
Date: 08-11 at 14:08:10, #particle: 30, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1370.50(16), mean: 2408.13, max: 2681.47
Date: 08-11 at 14:11:02, #particle: 30, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1370.50(16), mean: 2242.88, max: 2678.62
Date: 08-11 at 14:13:55, #particle: 30, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1370.50(16), mean: 1808.94, max: 2537.74
Date: 08-11 at 14:16:48, #particle: 30, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1367.43(16), mean: 1900.83, max: 2595.44
Date: 08-11 at 14:19:41, #particle: 30, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1359.24(16), mean: 1826.30, max: 2547.28
Date: 08-11 at 14:22:33, #particle: 30, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1344.48(16), mean: 1839.13, max: 2505.13
Date: 08-11 at 14:25:28, #particle: 30, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1344.20(16), mean: 1855.91, max: 2454.34
Date: 08-11 at 14:28:25, #particle: 30, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1344.20(16), mean: 1804.78, max: 2457.30
Date: 08-11 at 14:31:20, #particle: 30, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1343.25(16), mean: 1618.65, max: 2229.51
Date: 08-11 at 14:34:15, #particle: 30, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1330.59(15), mean: 1608.17, max: 2229.13
Date: 08-11 at 14:37:08, #particle: 30, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1330.59(15), mean: 1556.53, max: 2258.69
Date: 08-11 at 14:39:55, #particle: 30, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1330.59(15), mean: 1406.14, max: 1504.14
Date: 08-11 at 14:42:46, #particle: 30, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1330.59(15), mean: 1401.96, max: 1541.39
Date: 08-11 at 14:45:35, #particle: 30, iter: 31, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1330.59(15), mean: 1423.62, max: 1564.18
Date: 08-11 at 14:48:17, #particle: 30, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1330.44(16), mean: 1493.70, max: 1615.53
Date: 08-11 at 14:51:03, #particle: 30, iter: 34, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1330.22(16), mean: 1508.63, max: 1662.41
Date: 08-11 at 14:53:47, #particle: 30, iter: 35, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1330.22(16), mean: 1508.31, max: 1697.51
Date: 08-11 at 14:56:34, #particle: 30, iter: 36, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1330.22(16), mean: 1467.59, max: 1678.63
Date: 08-11 at 14:59:20, #particle: 30, iter: 37, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1325.11(16), mean: 1402.30, max: 1647.14
Date: 08-11 at 15:02:06, #particle: 30, iter: 38, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1310.76(15), mean: 1407.78, max: 1639.88
Date: 08-11 at 15:04:52, #particle: 30, iter: 39, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1310.76(15), mean: 1410.43, max: 1661.65
Date: 08-11 at 15:07:36, #particle: 30, iter: 40, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1299.31(15), mean: 1353.26, max: 1470.87
Date: 08-11 at 15:10:19, #particle: 30, iter: 41, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1299.31(15), mean: 1384.32, max: 1504.37
Date: 08-11 at 15:13:06, #particle: 30, iter: 42, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1299.31(15), mean: 1416.81, max: 1525.00
Date: 08-11 at 15:15:49, #particle: 30, iter: 43, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1295.35(15), mean: 1332.29, max: 1399.35
Date: 08-11 at 15:18:32, #particle: 30, iter: 44, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1294.37(15), mean: 1322.72, max: 1415.04
Date: 08-11 at 15:21:20, #particle: 30, iter: 45, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1294.37(15), mean: 1359.92, max: 1468.66
Date: 08-11 at 15:24:07, #particle: 30, iter: 46, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1290.91(15), mean: 1314.62, max: 1377.32
Date: 08-11 at 15:26:47, #particle: 30, iter: 47, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1290.91(15), mean: 1318.14, max: 1422.24
Date: 08-11 at 15:29:36, #particle: 30, iter: 48, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1290.91(15), mean: 1363.75, max: 1471.76
Date: 08-11 at 15:32:22, #particle: 30, iter: 49, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1290.91(15), mean: 1329.76, max: 1432.48
Date: 08-11 at 15:35:16, #particle: 30, iter: 50, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1290.91(15), mean: 1334.64, max: 1389.29
Date: 08-11 at 15:38:04, #particle: 30, iter: 52, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1290.91(15), mean: 1393.47, max: 1559.93
Date: 08-11 at 15:40:49, #particle: 30, iter: 53, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1290.91(15), mean: 1334.03, max: 1478.60
Date: 08-11 at 15:43:35, #particle: 30, iter: 54, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1290.91(15), mean: 1331.04, max: 1514.03
Date: 08-11 at 15:46:17, #particle: 30, iter: 55, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1290.91(15), mean: 1324.28, max: 1472.92
Date: 08-11 at 15:49:10, #particle: 30, iter: 57, fix: false, local: true, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1290.91(15), mean: 1435.39, max: 1668.36
