Date: 07-20 at 16:17:32, #particle: 5, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1831.71(22), mean: 2446.94, max: 2715.37
Date: 07-20 at 16:17:53, #particle: 5, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1758.73(22), mean: 2256.66, max: 2622.49
Date: 07-20 at 16:18:19, #particle: 5, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1750.18(22), mean: 1980.54, max: 2630.93
Date: 07-20 at 16:18:42, #particle: 5, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1743.90(22), mean: 1971.99, max: 2640.37
Date: 07-20 at 16:19:05, #particle: 5, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1743.90(22), mean: 1971.28, max: 2631.46
Date: 07-20 at 16:19:28, #particle: 5, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1743.90(22), mean: 1849.61, max: 1949.11
Date: 07-20 at 16:19:53, #particle: 5, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1743.90(22), mean: 1840.49, max: 1981.03
Date: 07-20 at 16:20:16, #particle: 5, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1743.90(22), mean: 1793.21, max: 1927.29
Date: 07-20 at 16:20:38, #particle: 5, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1743.90(22), mean: 1825.67, max: 1967.87
Date: 07-20 at 16:21:03, #particle: 5, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1743.90(22), mean: 1770.37, max: 1807.83
Date: 07-20 at 16:21:26, #particle: 5, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1743.90(22), mean: 1800.12, max: 1878.41
Date: 07-20 at 16:21:54, #particle: 5, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1736.40(22), mean: 1811.56, max: 1918.99
Date: 07-20 at 16:22:16, #particle: 5, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1866.14, max: 2000.47
Date: 07-20 at 16:22:42, #particle: 5, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1782.14, max: 1813.65
Date: 07-20 at 16:23:04, #particle: 5, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1822.05, max: 1863.94
Date: 07-20 at 16:23:32, #particle: 5, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1773.69, max: 1803.61
Date: 07-20 at 16:23:54, #particle: 5, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1806.63, max: 1850.29
Date: 07-20 at 16:24:21, #particle: 5, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1766.05, max: 1793.81
Date: 07-20 at 16:24:43, #particle: 5, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1814.26, max: 1859.29
Date: 07-20 at 16:25:08, #particle: 5, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1843.97, max: 1907.98
Date: 07-20 at 16:25:33, #particle: 5, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1807.59, max: 1973.96
Date: 07-20 at 16:25:55, #particle: 5, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1824.33, max: 1999.95
Date: 07-20 at 16:26:20, #particle: 5, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1774.99, max: 1814.62
Date: 07-20 at 16:26:46, #particle: 5, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1778.22, max: 1837.05
Date: 07-20 at 16:27:08, #particle: 5, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1806.85, max: 1878.74
Date: 07-20 at 16:27:32, #particle: 5, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1774.80, max: 1819.50
Date: 07-20 at 16:27:55, #particle: 5, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1800.85, max: 1888.40
Date: 07-20 at 16:28:18, #particle: 5, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1818.57, max: 1937.32
Date: 07-20 at 16:28:43, #particle: 5, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1787.11, max: 1837.36
Date: 07-20 at 16:29:06, #particle: 5, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1796.93, max: 1865.00
Date: 07-20 at 16:29:33, #particle: 5, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1756.58, max: 1775.07
Date: 07-20 at 16:29:58, #particle: 5, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1772.92, max: 1822.30
Date: 07-20 at 16:30:26, #particle: 5, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 2136.00, max: 2825.28
Date: 07-20 at 16:30:50, #particle: 5, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1792.38, max: 1881.57
Date: 07-20 at 16:31:14, #particle: 5, iter: 36, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1771.66, max: 1833.12
Date: 07-20 at 16:31:36, #particle: 5, iter: 37, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1770.64, max: 1862.60
Date: 07-20 at 16:31:59, #particle: 5, iter: 38, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1725.65(22), mean: 1792.76, max: 1897.05
Date: 07-20 at 16:32:27, #particle: 5, iter: 39, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1717.06(22), mean: 1772.66, max: 1945.12
Date: 07-20 at 16:32:47, #particle: 5, iter: 40, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1717.06(22), mean: 1815.00, max: 1985.42
Date: 07-20 at 16:33:09, #particle: 5, iter: 41, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1717.06(22), mean: 1760.12, max: 1809.95
Date: 07-20 at 16:33:36, #particle: 5, iter: 42, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1717.06(22), mean: 1751.29, max: 1828.15
Date: 07-20 at 16:33:58, #particle: 5, iter: 43, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1717.06(22), mean: 1777.48, max: 1869.95
Date: 07-20 at 16:34:23, #particle: 5, iter: 44, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1712.90(22), mean: 1758.30, max: 1911.01
Date: 07-20 at 16:34:45, #particle: 5, iter: 45, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1708.24(22), mean: 1762.84, max: 1935.77
Date: 07-20 at 16:35:07, #particle: 5, iter: 46, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1708.24(22), mean: 1771.63, max: 1957.76
Date: 07-20 at 16:35:31, #particle: 5, iter: 47, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1708.24(22), mean: 1786.68, max: 2000.52
Date: 07-20 at 16:35:55, #particle: 5, iter: 48, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1708.24(22), mean: 1728.72, max: 1759.09
Date: 07-20 at 16:36:20, #particle: 5, iter: 49, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1708.24(22), mean: 1722.73, max: 1743.18
Date: 07-20 at 16:36:50, #particle: 5, iter: 50, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1708.24(22), mean: 1718.31, max: 1735.14
Date: 07-20 at 16:37:15, #particle: 5, iter: 51, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1708.24(22), mean: 1717.33, max: 1732.01
Date: 07-20 at 16:37:37, #particle: 5, iter: 52, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1708.24(22), mean: 1737.06, max: 1770.18
Date: 07-20 at 16:38:04, #particle: 5, iter: 53, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1708.24(22), mean: 1722.77, max: 1744.31
Date: 07-20 at 16:38:28, #particle: 5, iter: 54, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1708.24(22), mean: 1718.76, max: 1740.14
Date: 07-20 at 16:38:50, #particle: 5, iter: 55, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1708.24(22), mean: 1723.51, max: 1759.83
Date: 07-20 at 16:39:14, #particle: 5, iter: 56, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1708.24(22), mean: 1716.49, max: 1724.74
Date: 07-20 at 16:39:37, #particle: 5, iter: 57, fix: false, local: true, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1708.24(22), mean: 1720.90, max: 1751.61
