Date: 07-03 at 11:51:05, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1970.51(20) mean: 2875.02, max: 3200.38
Date: 07-03 at 11:53:09, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1876.11(20) mean: 2720.02, max: 3183.53
Date: 07-03 at 11:55:14, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1870.17(20) mean: 2600.96, max: 3181.18
Date: 07-03 at 11:57:18, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1870.17(20) mean: 2471.20, max: 3163.15
Date: 07-03 at 11:59:22, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1810.50(21) mean: 2472.95, max: 3169.99
Date: 07-03 at 12:01:30, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1794.71(19) mean: 2161.17, max: 3088.45
Date: 07-03 at 12:03:28, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1785.09(19) mean: 1966.58, max: 2210.86
Date: 07-03 at 12:05:38, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1784.26(19) mean: 1978.42, max: 2235.76
Date: 07-03 at 12:07:33, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.26(19) mean: 1973.52, max: 2164.61
Date: 07-03 at 12:09:26, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.13(18) mean: 1880.09, max: 2190.61
Date: 07-03 at 12:11:29, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1763.91(19) mean: 1822.34, max: 1909.18
Date: 07-03 at 12:13:47, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1829.14, max: 1921.19
Date: 07-03 at 12:15:43, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1813.81, max: 1909.18
Date: 07-03 at 12:17:44, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1846.83, max: 1972.50
Date: 07-03 at 12:19:36, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1818.84, max: 1909.18
Date: 07-03 at 12:21:36, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1853.49, max: 1956.74
Date: 07-03 at 12:23:33, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1924.34, max: 2183.93
Date: 07-03 at 12:25:32, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1866.46, max: 2145.67
Date: 07-03 at 12:27:32, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1863.51, max: 2163.12
Date: 07-03 at 12:29:23, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1825.88, max: 1950.61
Date: 07-03 at 12:31:18, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1907.79, max: 2042.94
Date: 07-03 at 12:33:12, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1825.19, max: 2075.95
Date: 07-03 at 12:35:08, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1799.16, max: 1845.23
Date: 07-03 at 12:37:03, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1824.35, max: 1921.05
Date: 07-03 at 12:39:14, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1847.79, max: 1958.35
Date: 07-03 at 12:41:12, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1794.47, max: 1990.36
Date: 07-03 at 12:43:05, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1785.09, max: 1989.07
Date: 07-03 at 12:44:57, iter: 31, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1788.78, max: 2005.24
Date: 07-03 at 12:46:55, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1800.59, max: 1885.97
Date: 07-03 at 12:48:49, iter: 34, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1790.53, max: 1957.01
Date: 07-03 at 12:50:37, iter: 35, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1800.21, max: 2002.33
Date: 07-03 at 12:52:29, iter: 36, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1792.08, max: 2035.96
Date: 07-03 at 12:54:26, iter: 38, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1812.23, max: 2111.91
Date: 07-03 at 12:56:21, iter: 39, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1813.33, max: 2085.60
Date: 07-03 at 12:58:11, iter: 40, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1748.46(18) mean: 1792.80, max: 1962.66
Date: 07-03 at 13:00:05, iter: 41, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1745.75(18) mean: 1765.23, max: 1826.56
Date: 07-03 at 13:01:52, iter: 42, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1727.21(18) mean: 1761.31, max: 1822.58
Date: 07-03 at 13:03:43, iter: 43, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1726.73(18) mean: 1834.19, max: 1912.66
Date: 07-03 at 13:05:42, iter: 44, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1726.73(18) mean: 1790.73, max: 1840.12
Date: 07-03 at 13:07:37, iter: 45, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1726.73(18) mean: 1784.55, max: 1828.24
Date: 07-03 at 13:09:27, iter: 46, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1726.73(18) mean: 1784.29, max: 1828.24
Date: 07-03 at 13:11:25, iter: 47, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1726.73(18) mean: 1782.02, max: 1828.24
Date: 07-03 at 13:13:25, iter: 49, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1726.73(18) mean: 1925.32, max: 2199.67
Date: 07-03 at 13:15:23, iter: 50, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1726.73(18) mean: 1962.35, max: 2220.25
Date: 07-03 at 13:17:23, iter: 51, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1726.73(18) mean: 1999.83, max: 2243.24
Date: 07-03 at 13:19:25, iter: 52, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1726.73(18) mean: 1807.01, max: 1889.89
Date: 07-03 at 13:21:27, iter: 54, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1725.54(18) mean: 1805.58, max: 1914.25
Date: 07-03 at 13:23:16, iter: 55, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1720.46(18) mean: 1836.91, max: 1959.28
Date: 07-03 at 13:25:10, iter: 56, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1705.02(17) mean: 1822.99, max: 1985.60
Date: 07-03 at 13:27:04, iter: 57, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1695.10(17) mean: 1802.89, max: 2030.88
Date: 07-03 at 13:29:01, iter: 58, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1800.55, max: 1995.36
Date: 07-03 at 13:30:53, iter: 59, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1788.33, max: 1894.88
Date: 07-03 at 13:32:46, iter: 60, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1773.58, max: 1879.85
Date: 07-03 at 13:34:43, iter: 61, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1807.05, max: 1950.96
Date: 07-03 at 13:36:40, iter: 62, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1804.64, max: 1995.60
Date: 07-03 at 13:38:37, iter: 64, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1803.72, max: 1941.47
Date: 07-03 at 13:40:35, iter: 65, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1833.02, max: 1999.49
Date: 07-03 at 13:42:39, iter: 66, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1752.60, max: 1817.71
Date: 07-03 at 13:44:38, iter: 67, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1748.50, max: 1831.90
Date: 07-03 at 13:46:35, iter: 69, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1765.83, max: 1970.38
Date: 07-03 at 13:48:40, iter: 70, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1759.99, max: 1994.39
Date: 07-03 at 13:50:31, iter: 71, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1786.43, max: 2017.70
Date: 07-03 at 13:52:52, iter: 72, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1764.85, max: 1944.69
Date: 07-03 at 13:55:08, iter: 74, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1805.06, max: 1948.27
Date: 07-03 at 13:57:18, iter: 75, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1764.36, max: 1925.42
Date: 07-03 at 13:59:13, iter: 76, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1744.56, max: 1800.78
Date: 07-03 at 14:01:33, iter: 77, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1738.05, max: 1800.78
Date: 07-03 at 14:03:32, iter: 79, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1768.44, max: 1978.99
Date: 07-03 at 14:05:30, iter: 80, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1758.83, max: 1986.83
Date: 07-03 at 14:07:22, iter: 81, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1737.30, max: 1800.78
Date: 07-03 at 14:09:20, iter: 82, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1740.88, max: 1862.09
Date: 07-03 at 14:11:20, iter: 84, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1750.89, max: 1911.35
Date: 07-03 at 14:13:06, iter: 85, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1753.23, max: 1977.18
Date: 07-03 at 14:15:00, iter: 86, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1731.84, max: 1800.88
Date: 07-03 at 14:16:54, iter: 87, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1756.53, max: 1876.56
Date: 07-03 at 14:18:50, iter: 89, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1746.05, max: 1873.77
Date: 07-03 at 14:20:39, iter: 90, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1759.68, max: 1895.60
Date: 07-03 at 14:22:34, iter: 91, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1735.39, max: 1809.04
Date: 07-03 at 14:24:31, iter: 92, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1732.88, max: 1819.80
Date: 07-03 at 14:26:32, iter: 94, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1742.69, max: 1893.06
Date: 07-03 at 14:28:26, iter: 95, fix: false, local: true, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1693.74(17) mean: 1725.60, max: 1800.07
