Date: 03-06 at 08:55:33, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 487.04(2), mean: 1346.91, max: 1744.70
Date: 03-06 at 08:55:37, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 481.78(2), mean: 583.89, max: 756.67
Date: 03-06 at 08:55:42, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 481.78(2), mean: 481.78, max: 481.78
Date: 03-06 at 08:55:48, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 481.78(2), mean: 481.78, max: 481.78
Date: 03-06 at 08:55:52, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 481.78(2), mean: 481.78, max: 481.78
Date: 03-06 at 08:55:57, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 481.78(2), mean: 481.78, max: 481.78
Date: 03-06 at 08:56:03, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 481.78(2), mean: 1382.05, max: 1760.13
Date: 03-06 at 08:56:06, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 481.78(2), mean: 738.31, max: 1022.21
Date: 03-06 at 08:56:11, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 481.78(2), mean: 481.78, max: 481.78
Date: 03-06 at 08:56:17, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 481.78(2), mean: 481.78, max: 481.78
Date: 03-06 at 08:56:25, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 481.78(2), mean: 1370.00, max: 1749.41
Date: 03-06 at 08:56:30, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 481.78(2), mean: 637.89, max: 962.15
