Date: 01-01 at 00:02:52, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 1273.23(5), mean: 3421.20, max: 4170.00
Date: 01-01 at 00:03:44, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 932.34(5), mean: 3233.10, max: 4154.25
Date: 01-01 at 00:04:37, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 822.68(4), mean: 2283.64, max: 3048.07
Date: 01-01 at 00:05:32, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 817.70(4), mean: 1486.26, max: 2019.26
Date: 01-01 at 00:06:23, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 812.70(4), mean: 972.48, max: 1081.32
Date: 01-01 at 00:07:16, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 763.14(5), mean: 855.47, max: 1051.47
Date: 01-01 at 00:08:07, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 717.53(4), mean: 832.30, max: 947.56
Date: 01-01 at 00:08:59, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 715.36(4), mean: 759.67, max: 848.62
Date: 01-01 at 00:09:46, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 697.07(4), mean: 730.54, max: 752.97
Date: 01-01 at 00:10:37, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 697.07(4), mean: 724.13, max: 768.13
Date: 01-01 at 00:11:24, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 697.07(4), mean: 699.30, max: 730.58
Date: 01-01 at 00:12:13, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 697.07(4), mean: 697.07, max: 697.07
Date: 01-01 at 00:13:10, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 697.07(4), mean: 697.07, max: 697.07
Date: 01-01 at 00:14:23, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 697.07(4), mean: 731.94, max: 828.80
Date: 01-01 at 00:15:19, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 667.15(4), mean: 691.39, max: 703.38
Date: 01-01 at 00:16:09, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 646.54(4), mean: 736.64, max: 792.52
Date: 01-01 at 00:17:01, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 636.72(4), mean: 786.59, max: 846.52
Date: 01-01 at 00:17:51, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 631.44(4), mean: 754.58, max: 788.36
Date: 01-01 at 00:18:43, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 622.58(4), mean: 693.93, max: 788.98
Date: 01-01 at 00:19:36, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 592.50(3), mean: 679.05, max: 721.31
Date: 01-01 at 00:20:26, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 591.73(3), mean: 642.01, max: 657.95
Date: 01-01 at 00:21:18, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 591.73(3), mean: 642.18, max: 657.95
Date: 01-01 at 00:22:10, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 591.73(3), mean: 641.91, max: 657.53
Date: 01-01 at 00:23:03, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 591.73(3), mean: 641.91, max: 657.50
Date: 01-01 at 00:23:52, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 591.73(3), mean: 595.35, max: 611.88
Date: 01-01 at 00:25:48, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 591.73(3), mean: 607.87, max: 746.58
Date: 01-01 at 00:26:43, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 588.29(3), mean: 593.92, max: 634.84
Date: 01-01 at 00:27:36, #particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 588.29(3), mean: 593.14, max: 623.21
Date: 01-01 at 00:28:23, #particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 588.29(3), mean: 588.29, max: 588.29
Date: 01-01 at 00:29:10, #particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 588.29(3), mean: 588.29, max: 588.29
Date: 01-01 at 00:30:00, #particle: 15, iter: 33, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 588.29(3), mean: 588.29, max: 588.29
Date: 01-01 at 00:32:09, #particle: 15, iter: 35, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 588.29(3), mean: 593.06, max: 614.67
Date: 01-01 at 00:32:59, #particle: 15, iter: 36, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 588.29(3), mean: 591.58, max: 612.97
Date: 01-01 at 00:33:54, #particle: 15, iter: 37, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 588.29(3), mean: 588.29, max: 588.29
Date: 01-01 at 00:34:42, #particle: 15, iter: 38, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 588.29(3), mean: 588.29, max: 588.29
Date: 01-01 at 00:36:41, #particle: 15, iter: 40, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 588.29(3), mean: 622.21, max: 766.90
Date: 01-01 at 00:37:28, #particle: 15, iter: 41, fix: false, local: true, cut car: true, new generate: false, Khoo: 588.29, best obj: 588.29(3), mean: 615.48, max: 752.49
