Date: 11-06 at 12:34:59, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1423.94(15), mean: 3305.01, max: 3842.14
Date: 11-06 at 12:36:02, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1165.50(15), mean: 3179.71, max: 3743.73
Date: 11-06 at 12:37:08, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1011.18(13), mean: 2580.30, max: 3379.23
Date: 11-06 at 12:38:15, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1008.00(13), mean: 2459.09, max: 3220.24
Date: 11-06 at 12:39:27, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 902.55(12), mean: 1589.46, max: 3124.52
Date: 11-06 at 12:40:32, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 901.56(12), mean: 1389.46, max: 2988.75
Date: 11-06 at 12:41:38, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 897.49(11), mean: 1228.20, max: 2818.68
Date: 11-06 at 12:42:40, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 897.49(11), mean: 1001.15, max: 1344.22
Date: 11-06 at 12:43:46, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 897.49(11), mean: 955.52, max: 1107.83
Date: 11-06 at 12:44:47, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 897.49(11), mean: 948.81, max: 1035.81
Date: 11-06 at 12:45:54, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 897.49(11), mean: 944.46, max: 1003.66
Date: 11-06 at 12:46:53, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 897.49(11), mean: 995.13, max: 1071.76
Date: 11-06 at 12:47:55, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 897.49(11), mean: 954.58, max: 1037.82
Date: 11-06 at 12:49:01, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 897.49(11), mean: 948.66, max: 1036.76
Date: 11-06 at 12:50:01, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 897.49(11), mean: 945.73, max: 1037.19
Date: 11-06 at 12:51:07, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 897.49(11), mean: 940.74, max: 994.61
Date: 11-06 at 12:52:17, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 897.49(11), mean: 942.81, max: 998.63
Date: 11-06 at 12:53:20, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 897.49(11), mean: 940.89, max: 994.61
Date: 11-06 at 12:54:24, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 897.49(11), mean: 938.02, max: 992.36
Date: 11-06 at 12:55:21, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 897.49(11), mean: 938.70, max: 996.38
Date: 11-06 at 12:56:25, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 897.49(11), mean: 936.91, max: 992.36
Date: 11-06 at 12:57:26, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 897.49(11), mean: 938.26, max: 993.87
