Date: 07-16 at 05:49:57, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64 best obj: 1583.15(6) mean: 3996.38, max: 4815.26
Date: 07-16 at 05:50:50, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64 best obj: 1520.80(6) mean: 3962.62, max: 4763.46
Date: 07-16 at 05:51:30, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64 best obj: 1516.87(6) mean: 2963.80, max: 3822.16
Date: 07-16 at 05:52:20, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64 best obj: 1464.62(6) mean: 1628.60, max: 1735.33
Date: 07-16 at 05:52:55, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64 best obj: 1402.97(11) mean: 1573.31, max: 1691.41
Date: 07-16 at 05:53:42, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64 best obj: 1358.91(11) mean: 1576.24, max: 1754.18
Date: 07-16 at 05:54:30, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64 best obj: 1354.91(11) mean: 1609.60, max: 1793.02
Date: 07-16 at 05:55:20, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64 best obj: 1354.91(11) mean: 1594.53, max: 1776.73
Date: 07-16 at 05:56:09, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64 best obj: 1354.91(11) mean: 1613.69, max: 1837.95
Date: 07-16 at 05:57:04, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64 best obj: 1354.91(11) mean: 1433.00, max: 1526.84
Date: 07-16 at 05:57:52, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64 best obj: 1354.91(11) mean: 1484.12, max: 1586.64
Date: 07-16 at 05:58:49, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64 best obj: 1354.91(11) mean: 1544.45, max: 1842.74
Date: 07-16 at 05:59:30, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64 best obj: 1339.62(10) mean: 1500.92, max: 1706.81
Date: 07-16 at 06:00:22, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64 best obj: 1305.04(10) mean: 1407.49, max: 1599.37
