Date: 04-09 at 15:55:12, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 259.12(2), mean: 763.17, max: 870.02
Date: 04-09 at 15:55:13, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 252.60(2), mean: 784.51, max: 893.34
Date: 04-09 at 15:55:15, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 252.60(2), mean: 806.28, max: 916.67
Date: 04-09 at 15:55:20, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 252.60(2), mean: 1020.27, max: 1145.95
Date: 04-09 at 15:55:24, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 252.60(2), mean: 1042.04, max: 1169.27
Date: 04-09 at 15:55:30, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 252.60(2), mean: 1063.81, max: 1192.59
Date: 04-09 at 15:55:39, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 252.60(2), mean: 1277.80, max: 1421.87
Date: 04-09 at 15:55:56, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 252.60(2), mean: 1491.79, max: 1651.15
Date: 04-09 at 15:56:17, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 252.60(2), mean: 1705.78, max: 1880.42
Date: 04-09 at 15:56:54, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 252.60(2), mean: 1919.78, max: 2109.70
Date: 04-09 at 15:57:45, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 252.60(2), mean: 2133.77, max: 2338.98
Date: 04-09 at 15:58:43, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 252.60(2), mean: 2347.76, max: 2568.26
