Date: 01-28 at 01:17:12, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 3602.8, best obj: 5050.84(23), mean: 7213.92, max: 8047.98
Date: 01-28 at 01:32:10, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 3602.8, best obj: 4555.31(23), mean: 7115.82, max: 7920.25
Date: 01-28 at 01:49:58, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 3602.8, best obj: 4406.19(23), mean: 7120.67, max: 7778.80
Date: 01-28 at 02:05:24, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 3602.8, best obj: 4364.17(23), mean: 6964.81, max: 7807.67
Date: 01-28 at 02:21:43, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 3602.8, best obj: 4252.08(23), mean: 6585.21, max: 7809.04
Date: 01-28 at 02:37:45, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 3602.8, best obj: 4190.55(23), mean: 6632.43, max: 7682.88
Date: 01-28 at 02:53:34, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 3602.8, best obj: 4190.01(23), mean: 6640.14, max: 7690.16
Date: 01-28 at 03:10:22, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 3602.8, best obj: 4190.01(23), mean: 6405.98, max: 7631.93
Date: 01-28 at 03:26:45, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 3602.8, best obj: 4190.01(23), mean: 6188.08, max: 7598.49
Date: 01-28 at 03:44:18, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 3602.8, best obj: 4190.01(23), mean: 6101.40, max: 7648.18
Date: 01-28 at 04:01:37, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 3602.8, best obj: 4190.01(23), mean: 5464.98, max: 7442.01
Date: 01-28 at 04:19:00, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 3602.8, best obj: 4190.01(23), mean: 8576.66, max: 9584.79
Date: 01-28 at 04:36:31, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 3602.8, best obj: 4190.01(23), mean: 6924.10, max: 9446.13
Date: 01-28 at 04:53:01, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 3602.8, best obj: 4190.01(23), mean: 6592.40, max: 9187.58
Date: 01-28 at 05:10:27, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 3602.8, best obj: 4190.01(23), mean: 6077.25, max: 8787.66
Date: 01-28 at 05:27:18, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 3602.8, best obj: 4190.01(23), mean: 8209.77, max: 9179.97
Date: 01-28 at 05:44:00, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 3602.8, best obj: 4190.01(23), mean: 6980.88, max: 9086.42
