Date: 01-15 at 04:21:49, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 859.39, best obj: 1154.91(9), mean: 2408.78, max: 3508.07
Date: 01-15 at 04:22:47, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 859.39, best obj: 1083.85(8), mean: 2182.10, max: 3300.53
Date: 01-15 at 04:23:47, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 859.39, best obj: 1064.52(8), mean: 1625.04, max: 2386.43
Date: 01-15 at 04:24:44, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 859.39, best obj: 1064.52(8), mean: 1660.33, max: 2425.51
Date: 01-15 at 04:25:44, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 859.39, best obj: 1064.52(8), mean: 1624.45, max: 2402.09
Date: 01-15 at 04:26:42, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 859.39, best obj: 1064.52(8), mean: 1142.18, max: 1221.39
Date: 01-15 at 04:27:42, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 859.39, best obj: 1064.52(8), mean: 1148.81, max: 1283.54
Date: 01-15 at 04:28:39, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 859.39, best obj: 1064.52(8), mean: 1336.71, max: 1696.75
Date: 01-15 at 04:29:39, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 859.39, best obj: 1064.52(8), mean: 1326.00, max: 1569.02
Date: 01-15 at 04:30:36, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 859.39, best obj: 1064.52(8), mean: 1217.50, max: 1558.83
Date: 01-15 at 04:31:36, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 859.39, best obj: 1064.52(8), mean: 1207.77, max: 1572.87
Date: 01-15 at 04:32:34, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 859.39, best obj: 1038.21(9), mean: 1219.54, max: 1409.34
Date: 01-15 at 04:33:31, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 859.39, best obj: 1026.93(9), mean: 1213.31, max: 1417.22
