Date: 07-12 at 18:33:50, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 1113.48(9) mean: 3285.38, max: 4162.99
Date: 07-12 at 18:34:50, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 904.24(6) mean: 3105.67, max: 4168.10
Date: 07-12 at 18:35:52, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 886.92(6) mean: 2893.55, max: 4095.18
Date: 07-12 at 18:36:51, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 870.56(6) mean: 2583.69, max: 3732.52
Date: 07-12 at 18:37:53, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 870.56(6) mean: 2460.39, max: 3764.11
Date: 07-12 at 18:38:50, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 870.56(6) mean: 1100.77, max: 1305.38
Date: 07-12 at 18:39:49, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 870.56(6) mean: 1090.69, max: 1270.26
Date: 07-12 at 18:40:45, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 870.56(6) mean: 1143.40, max: 1345.02
Date: 07-12 at 18:41:40, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 843.08(7) mean: 973.09, max: 1152.48
Date: 07-12 at 18:42:36, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 810.53(7) mean: 1007.40, max: 1199.08
Date: 07-12 at 18:43:30, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 810.08(7) mean: 958.00, max: 1124.01
Date: 07-12 at 18:44:25, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 777.81(6) mean: 937.38, max: 1135.74
Date: 07-12 at 18:45:19, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 759.86(6) mean: 841.89, max: 934.46
Date: 07-12 at 18:46:15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 738.40(6) mean: 797.86, max: 876.85
Date: 07-12 at 18:47:05, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 731.22(5) mean: 766.83, max: 844.46
Date: 07-12 at 18:47:59, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 731.12(5) mean: 789.41, max: 890.21
