Date: 07-12 at 15:11:52, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 1061.46(10) mean: 3282.95, max: 4120.68
Date: 07-12 at 15:12:51, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 956.88(9) mean: 2636.21, max: 3612.67
Date: 07-12 at 15:13:45, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 904.03(8) mean: 2135.99, max: 3225.96
Date: 07-12 at 15:14:41, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 830.74(8) mean: 1839.64, max: 2835.83
Date: 07-12 at 15:15:36, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 828.88(8) mean: 1460.31, max: 2550.77
Date: 07-12 at 15:16:33, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 828.88(8) mean: 1315.69, max: 2232.61
Date: 07-12 at 15:17:29, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 828.88(8) mean: 1153.75, max: 1891.94
Date: 07-12 at 15:18:23, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 793.23(7) mean: 956.98, max: 1116.48
Date: 07-12 at 15:19:16, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 793.23(7) mean: 937.41, max: 1081.43
Date: 07-12 at 15:20:09, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 793.23(7) mean: 874.44, max: 978.38
Date: 07-12 at 15:21:04, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 769.64(7) mean: 856.14, max: 936.02
Date: 07-12 at 15:21:54, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 768.73(7) mean: 851.90, max: 911.78
Date: 07-12 at 15:22:49, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 768.73(7) mean: 850.17, max: 941.86
Date: 07-12 at 15:23:38, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 755.47(6) mean: 836.49, max: 918.34
Date: 07-12 at 15:24:30, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 725.39(5) mean: 803.55, max: 883.61
Date: 07-12 at 15:25:21, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 725.39(5) mean: 790.75, max: 904.87
Date: 07-12 at 15:26:10, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 725.39(5) mean: 782.73, max: 854.22
Date: 07-12 at 15:27:04, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 700.89(5) mean: 743.24, max: 758.94
Date: 07-12 at 15:27:52, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 700.89(5) mean: 725.42, max: 734.44
Date: 07-12 at 15:28:40, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 700.89(5) mean: 725.42, max: 734.44
Date: 07-12 at 15:29:27, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 700.89(5) mean: 721.41, max: 734.44
Date: 07-12 at 15:30:18, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 700.89(5) mean: 717.20, max: 731.39
Date: 07-12 at 15:31:04, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 591.56 best obj: 700.89(5) mean: 715.19, max: 731.39
