Date: 03-25 at 01:18:13, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 1139.69(10), mean: 1806.04, max: 2014.79
Date: 03-25 at 01:18:18, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 972.97(8), mean: 1629.69, max: 1951.30
Date: 03-25 at 01:18:23, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 962.80(8), mean: 1392.19, max: 1829.37
Date: 03-25 at 01:18:28, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 962.57(8), mean: 1411.22, max: 1820.14
Date: 03-25 at 01:18:36, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 958.31(8), mean: 1081.55, max: 1264.06
Date: 03-25 at 01:18:40, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 948.73(8), mean: 1072.08, max: 1213.32
Date: 03-25 at 01:18:44, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 933.68(8), mean: 1103.02, max: 1236.02
Date: 03-25 at 01:18:50, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 928.20(9), mean: 1079.10, max: 1231.30
Date: 03-25 at 01:18:57, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 882.48(9), mean: 960.28, max: 1044.85
Date: 03-25 at 01:19:01, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 845.87(8), mean: 943.03, max: 1038.49
Date: 03-25 at 01:19:06, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 845.03(8), mean: 932.27, max: 993.56
Date: 03-25 at 01:19:12, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 838.62(7), mean: 918.41, max: 1045.16
Date: 03-25 at 01:19:19, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 838.62(7), mean: 945.94, max: 1086.57
Date: 03-25 at 01:19:24, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 838.62(7), mean: 944.67, max: 1117.73
Date: 03-25 at 01:19:32, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 838.62(7), mean: 916.77, max: 994.48
Date: 03-25 at 01:19:38, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 838.07(8), mean: 919.16, max: 1025.15
Date: 03-25 at 01:19:42, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 834.95(8), mean: 935.21, max: 1040.96
Date: 03-25 at 01:19:48, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 834.95(8), mean: 880.69, max: 952.95
Date: 03-25 at 01:19:53, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 834.95(8), mean: 900.21, max: 965.72
Date: 03-25 at 01:19:59, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 834.95(8), mean: 889.50, max: 948.10
Date: 03-25 at 01:20:05, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 831.36(8), mean: 865.67, max: 942.97
Date: 03-25 at 01:20:10, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 822.68(8), mean: 861.74, max: 900.32
Date: 03-25 at 01:20:15, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 822.68(8), mean: 859.05, max: 914.24
Date: 03-25 at 01:20:22, particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, best obj: 818.43(8), mean: 866.29, max: 922.35
Date: 03-25 at 01:20:28, particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, best obj: 818.20(8), mean: 843.68, max: 900.83
Date: 03-25 at 01:20:33, particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, best obj: 818.20(8), mean: 837.71, max: 889.31
Date: 03-25 at 01:20:48, particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, best obj: 818.20(8), mean: 842.23, max: 928.92
Date: 03-25 at 01:20:57, particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, best obj: 818.20(8), mean: 830.27, max: 870.81
Date: 03-25 at 01:21:13, particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, best obj: 818.20(8), mean: 827.73, max: 862.18
Date: 03-25 at 01:21:33, particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: true, best obj: 818.20(8), mean: 1802.75, max: 2022.79
Date: 03-25 at 01:21:39, particle: 15, iter: 33, fix: false, local: true, cut car: true, new generate: true, best obj: 818.20(8), mean: 1630.77, max: 1885.62
Date: 03-25 at 01:21:45, particle: 15, iter: 34, fix: false, local: true, cut car: true, new generate: true, best obj: 818.20(8), mean: 1477.04, max: 1794.49
Date: 03-25 at 01:21:50, particle: 15, iter: 35, fix: false, local: true, cut car: true, new generate: true, best obj: 818.20(8), mean: 1364.37, max: 1656.22
Date: 03-25 at 01:21:58, particle: 15, iter: 38, fix: false, local: true, cut car: true, new generate: true, best obj: 818.20(8), mean: 1824.69, max: 2059.80
Date: 03-25 at 01:22:05, particle: 15, iter: 39, fix: false, local: true, cut car: true, new generate: true, best obj: 818.20(8), mean: 1531.52, max: 1946.70
