Date: 02-04 at 05:01:22, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 1140.62(7), mean: 3296.07, max: 4351.59
Date: 02-04 at 05:03:17, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 1047.16(6), mean: 2844.29, max: 4175.03
Date: 02-04 at 05:05:10, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 1022.41(6), mean: 2340.40, max: 3479.74
Date: 02-04 at 05:07:04, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 1022.22(6), mean: 1638.17, max: 2981.29
Date: 02-04 at 05:08:55, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 1022.22(6), mean: 1532.97, max: 2657.31
Date: 02-04 at 05:10:49, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 978.79(6), mean: 1160.12, max: 1379.03
Date: 02-04 at 05:12:34, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 978.79(6), mean: 1163.31, max: 1311.28
Date: 02-04 at 05:14:24, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 978.79(6), mean: 1098.46, max: 1236.03
Date: 02-04 at 05:16:12, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 972.87(8), mean: 1134.13, max: 1297.98
Date: 02-04 at 05:18:02, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 971.16(8), mean: 1151.91, max: 1330.24
Date: 02-04 at 05:19:49, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 971.16(8), mean: 1156.32, max: 1354.30
Date: 02-04 at 05:21:40, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 971.16(8), mean: 1079.35, max: 1309.54
Date: 02-04 at 05:23:29, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 971.16(8), mean: 1091.06, max: 1193.64
Date: 02-04 at 05:25:19, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 971.16(8), mean: 1062.60, max: 1188.07
Date: 02-04 at 05:27:12, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 937.40(7), mean: 2812.17, max: 3774.54
Date: 02-04 at 05:28:59, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 936.61(6), mean: 2024.76, max: 3780.43
Date: 02-04 at 05:30:42, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 936.61(6), mean: 1296.26, max: 3228.47
Date: 02-04 at 05:32:27, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 936.61(6), mean: 1206.20, max: 2753.84
Date: 02-04 at 05:34:13, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 921.06(6), mean: 1000.74, max: 1147.88
Date: 02-04 at 05:35:54, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 888.51(6), mean: 1041.07, max: 1204.73
Date: 02-04 at 05:37:37, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 872.85(6), mean: 1052.36, max: 1233.12
Date: 02-04 at 05:39:19, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 872.51(6), mean: 1030.54, max: 1217.99
Date: 02-04 at 05:41:04, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 872.51(6), mean: 997.52, max: 1087.59
Date: 02-04 at 05:42:51, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 872.51(6), mean: 978.78, max: 1105.38
Date: 02-04 at 05:44:38, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 872.51(6), mean: 1009.81, max: 1151.40
Date: 02-04 at 05:46:22, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 862.80(6), mean: 931.65, max: 1023.22
Date: 02-04 at 05:48:02, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 862.46(6), mean: 913.18, max: 973.02
Date: 02-04 at 05:49:46, #particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 862.46(6), mean: 924.25, max: 1010.37
Date: 02-04 at 05:51:30, #particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 862.46(6), mean: 892.89, max: 968.17
Date: 02-04 at 05:53:14, #particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 862.46(6), mean: 896.44, max: 982.99
Date: 02-04 at 05:55:01, #particle: 15, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 862.46(6), mean: 892.38, max: 985.93
Date: 02-04 at 05:56:45, #particle: 15, iter: 36, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 862.46(6), mean: 2868.71, max: 4292.50
Date: 02-04 at 05:58:31, #particle: 15, iter: 37, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 862.46(6), mean: 1565.18, max: 2785.87
Date: 02-04 at 06:00:16, #particle: 15, iter: 38, fix: false, local: true, cut car: true, new generate: true, Khoo: 786.38, best obj: 862.46(6), mean: 1247.12, max: 1850.66
