Date: 07-15 at 02:20:51, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 1419.86(4) mean: 3596.49, max: 4337.95
Date: 07-15 at 02:21:28, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 1051.07(4) mean: 2589.86, max: 3656.71
Date: 07-15 at 02:22:03, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 896.96(4) mean: 1696.77, max: 2602.40
Date: 07-15 at 02:22:33, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 873.55(5) mean: 1535.27, max: 2263.19
Date: 07-15 at 02:23:07, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 830.41(5) mean: 929.53, max: 1032.03
Date: 07-15 at 02:23:41, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 811.52(5) mean: 930.01, max: 1090.75
Date: 07-15 at 02:24:20, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.97(5) mean: 952.85, max: 1130.39
Date: 07-15 at 02:24:51, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 963.39, max: 1136.15
Date: 07-15 at 02:25:42, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 854.75, max: 931.98
Date: 07-15 at 02:26:23, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 868.77, max: 953.59
Date: 07-15 at 02:27:12, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 834.50, max: 865.57
Date: 07-15 at 02:27:51, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.76, max: 818.87
Date: 07-15 at 02:28:35, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:29:09, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:29:43, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:30:30, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:31:19, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:32:01, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:32:36, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:33:04, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:33:51, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:34:23, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:35:12, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:35:44, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:36:13, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:36:43, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:37:13, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:37:54, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:38:26, iter: 29, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:39:14, iter: 30, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
Date: 07-15 at 02:39:53, iter: 31, fix: false, local: false, cut car: false, new generate: false, Khoo: 588.49 best obj: 810.08(5) mean: 810.08, max: 810.08
