Date: 07-16 at 15:46:46, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1488.70(13) mean: 3622.60, max: 4097.63
Date: 07-16 at 15:47:42, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1273.16(13) mean: 3511.58, max: 4023.22
Date: 07-16 at 15:48:36, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1225.77(13) mean: 3174.12, max: 3854.53
Date: 07-16 at 15:49:34, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1220.64(13) mean: 3046.19, max: 3692.87
Date: 07-16 at 15:50:34, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1212.16(12) mean: 2638.37, max: 3396.90
Date: 07-16 at 15:51:29, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1184.78(15) mean: 2269.56, max: 3147.41
Date: 07-16 at 15:52:35, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1069.37(14) mean: 1831.29, max: 3018.19
Date: 07-16 at 15:53:32, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1029.30(14) mean: 1828.19, max: 2944.94
Date: 07-16 at 15:54:36, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 972.74(12) mean: 1204.47, max: 1390.26
Date: 07-16 at 15:55:38, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 972.74(12) mean: 1176.61, max: 1405.49
Date: 07-16 at 15:56:35, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 972.74(12) mean: 1115.60, max: 1344.37
Date: 07-16 at 15:57:38, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 972.74(12) mean: 1111.59, max: 1244.09
Date: 07-16 at 15:58:42, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 972.74(12) mean: 1076.75, max: 1279.30
Date: 07-16 at 15:59:39, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 972.18(11) mean: 1142.71, max: 1473.38
Date: 07-16 at 16:00:33, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 971.21(11) mean: 1136.99, max: 1374.61
Date: 07-16 at 16:01:32, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 963.86(12) mean: 1032.47, max: 1270.86
Date: 07-16 at 16:02:27, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 934.52(12) mean: 989.66, max: 1097.62
Date: 07-16 at 16:03:25, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 895.73(11) mean: 989.21, max: 1080.26
Date: 07-16 at 16:04:17, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 855.91(10) mean: 1003.63, max: 1111.35
Date: 07-16 at 16:05:11, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 854.31(10) mean: 909.64, max: 963.97
Date: 07-16 at 16:06:06, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 838.07(10) mean: 894.84, max: 933.99
Date: 07-16 at 16:06:59, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 890.86, max: 933.19
Date: 07-16 at 16:07:57, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 890.86, max: 933.19
Date: 07-16 at 16:08:51, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 890.86, max: 933.19
Date: 07-16 at 16:09:45, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 889.00, max: 933.19
Date: 07-16 at 16:10:41, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 887.18, max: 955.30
Date: 07-16 at 16:11:38, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 938.73, max: 1065.19
Date: 07-16 at 16:12:36, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 884.43, max: 1012.03
Date: 07-16 at 16:13:34, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 855.03, max: 905.01
Date: 07-16 at 16:14:36, iter: 32, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 842.26, max: 878.38
Date: 07-16 at 16:15:43, iter: 34, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 868.12, max: 1160.17
Date: 07-16 at 16:16:40, iter: 35, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 847.97, max: 1029.57
Date: 07-16 at 16:17:36, iter: 36, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 834.50, max: 887.08
Date: 07-16 at 16:18:33, iter: 37, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 834.50, max: 887.08
Date: 07-16 at 16:19:41, iter: 39, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 858.84, max: 1084.13
Date: 07-16 at 16:20:32, iter: 40, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 840.68, max: 968.88
Date: 07-16 at 16:21:26, iter: 41, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 837.51, max: 879.83
Date: 07-16 at 16:22:26, iter: 42, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 831.08, max: 859.06
Date: 07-16 at 16:23:33, iter: 44, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 834.53, max: 911.57
Date: 07-16 at 16:24:29, iter: 45, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 834.45, max: 911.57
Date: 07-16 at 16:25:22, iter: 46, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 834.45, max: 911.57
Date: 07-16 at 16:26:14, iter: 47, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 833.65, max: 899.60
Date: 07-16 at 16:27:21, iter: 49, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 836.29, max: 913.89
Date: 07-16 at 16:28:18, iter: 50, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 830.36, max: 850.36
