Date: 09-26 at 22:48:45, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 5446.10(21), mean: 9719.96, max: 11291.20
Date: 09-26 at 22:57:34, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 5041.48(20), mean: 9653.88, max: 11226.38
Date: 09-26 at 23:06:51, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4960.61(20), mean: 9629.21, max: 11021.66
Date: 09-26 at 23:16:09, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4912.03(20), mean: 8579.83, max: 10753.97
Date: 09-26 at 23:25:30, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4763.10(26), mean: 8553.44, max: 10558.01
Date: 09-26 at 23:34:55, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4654.53(25), mean: 8551.60, max: 10521.76
Date: 09-26 at 23:45:19, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4524.32(24), mean: 8220.63, max: 10396.39
Date: 09-26 at 23:54:49, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4464.79(24), mean: 8192.64, max: 10242.15
Date: 09-27 at 00:04:31, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4431.25(23), mean: 8141.30, max: 10313.24
Date: 09-27 at 00:14:00, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.92(23), mean: 8046.83, max: 10165.07
Date: 09-27 at 00:24:06, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.85(23), mean: 7450.53, max: 10042.87
Date: 09-27 at 00:33:42, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.85(23), mean: 6369.00, max: 8992.95
Date: 09-27 at 00:43:32, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.85(23), mean: 6379.09, max: 8972.80
Date: 09-27 at 00:53:19, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.85(23), mean: 5884.39, max: 8655.06
Date: 09-27 at 01:02:40, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.85(23), mean: 5885.52, max: 8657.89
Date: 09-27 at 01:12:23, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.85(23), mean: 6114.00, max: 8594.80
Date: 09-27 at 01:22:53, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.85(23), mean: 5942.86, max: 8587.27
Date: 09-27 at 01:32:46, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.85(23), mean: 5070.12, max: 5660.81
Date: 09-27 at 01:42:58, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.85(23), mean: 4970.39, max: 5762.16
Date: 09-27 at 01:52:35, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.85(23), mean: 5224.83, max: 5820.25
Date: 09-27 at 02:02:49, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.85(23), mean: 9815.59, max: 11920.20
Date: 09-27 at 02:13:25, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.85(23), mean: 5221.07, max: 5741.95
Date: 09-27 at 02:22:28, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.85(23), mean: 5292.62, max: 5824.81
Date: 09-27 at 02:31:52, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.85(23), mean: 5636.79, max: 6490.49
Date: 09-27 at 02:41:08, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.85(23), mean: 5710.11, max: 6612.26
Date: 09-27 at 02:50:11, #particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.85(23), mean: 5757.93, max: 6398.71
Date: 09-27 at 02:59:21, #particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: true, Khoo: 3760.58, best obj: 4421.85(23), mean: 5653.17, max: 6414.29
