Date: 12-17 at 04:33:51, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1803.65(19), mean: 2844.94, max: 3445.83
Date: 12-17 at 04:35:01, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1714.80(18), mean: 2560.96, max: 3383.04
Date: 12-17 at 04:36:04, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1701.71(18), mean: 2445.72, max: 3193.23
Date: 12-17 at 04:37:10, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1701.71(18), mean: 2408.96, max: 3205.57
Date: 12-17 at 04:38:20, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1701.71(18), mean: 2347.09, max: 3190.87
Date: 12-17 at 04:39:25, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1701.71(18), mean: 2111.17, max: 3104.26
Date: 12-17 at 04:40:33, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1701.71(18), mean: 2021.27, max: 3118.56
Date: 12-17 at 04:41:45, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1689.10(18), mean: 1966.81, max: 2282.61
Date: 12-17 at 04:42:46, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1677.05(18), mean: 1995.35, max: 2321.39
Date: 12-17 at 04:43:51, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1672.84(18), mean: 2062.84, max: 2361.26
Date: 12-17 at 04:44:58, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1672.84(18), mean: 2112.25, max: 2416.20
Date: 12-17 at 04:46:06, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1672.84(18), mean: 1951.59, max: 2386.95
Date: 12-17 at 04:47:18, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1672.84(18), mean: 1836.05, max: 2387.48
Date: 12-17 at 04:48:26, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1656.92(19), mean: 1762.33, max: 1876.06
Date: 12-17 at 04:49:37, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1630.99(17), mean: 1710.90, max: 1782.47
Date: 12-17 at 04:50:41, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1630.99(17), mean: 1781.85, max: 1856.19
Date: 12-17 at 04:51:50, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1630.99(17), mean: 1709.95, max: 1813.79
Date: 12-17 at 04:52:52, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1630.99(17), mean: 1771.88, max: 1875.76
Date: 12-17 at 04:54:03, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1630.99(17), mean: 1752.70, max: 1902.22
Date: 12-17 at 04:55:05, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1630.99(17), mean: 1852.93, max: 2022.63
Date: 12-17 at 04:56:20, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1630.99(17), mean: 1720.71, max: 1843.08
Date: 12-17 at 04:57:23, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1630.99(17), mean: 1715.39, max: 1805.39
Date: 12-17 at 04:58:24, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1630.99(17), mean: 1738.34, max: 1839.06
Date: 12-17 at 04:59:32, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1630.99(17), mean: 1790.27, max: 1978.33
Date: 12-17 at 05:00:35, #particle: 15, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 1518.58, best obj: 1630.99(17), mean: 1841.10, max: 2037.08
