Date: 07-13 at 22:57:31, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1267.74(16) mean: 3411.33, max: 4229.72
Date: 07-13 at 22:58:25, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 1110.77(15) mean: 2845.43, max: 3646.79
Date: 07-13 at 22:59:21, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 961.23(13) mean: 2852.74, max: 3671.55
Date: 07-13 at 23:00:24, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 892.97(12) mean: 2852.77, max: 3661.52
Date: 07-13 at 23:01:25, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 892.97(12) mean: 2627.64, max: 3378.52
Date: 07-13 at 23:02:19, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 892.97(12) mean: 2028.24, max: 2920.06
Date: 07-13 at 23:03:17, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 892.97(12) mean: 1691.10, max: 2688.10
Date: 07-13 at 23:04:16, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 892.97(12) mean: 1547.84, max: 2668.41
Date: 07-13 at 23:05:10, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 866.58(12) mean: 1380.61, max: 2404.39
Date: 07-13 at 23:06:06, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 863.06(11) mean: 988.04, max: 1183.91
Date: 07-13 at 23:06:56, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 861.70(11) mean: 920.27, max: 1045.22
Date: 07-13 at 23:07:48, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 898.58, max: 1036.97
Date: 07-13 at 23:08:39, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 892.13, max: 1036.97
Date: 07-13 at 23:09:31, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 890.80, max: 1036.97
Date: 07-13 at 23:10:22, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 882.96, max: 1036.97
Date: 07-13 at 23:11:10, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 882.90, max: 1038.31
Date: 07-13 at 23:12:06, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 898.28, max: 1025.63
Date: 07-13 at 23:12:55, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 870.07, max: 1006.25
Date: 07-13 at 23:13:46, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 868.02, max: 1006.25
Date: 07-13 at 23:14:41, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 841.37, max: 947.14
Date: 07-13 at 23:15:42, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 846.76, max: 966.88
Date: 07-13 at 23:16:31, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 839.13, max: 981.85
Date: 07-13 at 23:17:19, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 837.95, max: 964.12
Date: 07-13 at 23:18:11, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 832.87, max: 887.92
Date: 07-13 at 23:19:11, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-13 at 23:20:01, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-13 at 23:20:50, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-13 at 23:21:44, iter: 32, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 828.94, max: 828.94
Date: 07-13 at 23:22:47, iter: 34, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 848.93, max: 1015.08
Date: 07-13 at 23:23:36, iter: 35, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 851.86, max: 1029.00
Date: 07-13 at 23:24:29, iter: 36, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94 best obj: 828.94(10) mean: 830.95, max: 859.06
