Date: 07-07 at 06:55:51, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1468.36(20) mean: 2413.57, max: 2928.31
Date: 07-07 at 06:57:17, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1376.46(17) mean: 1482.20, max: 1586.05
Date: 07-07 at 06:58:37, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1322.56(17) mean: 1525.20, max: 1648.50
Date: 07-07 at 06:59:47, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1301.91(16) mean: 1570.98, max: 1687.32
Date: 07-07 at 07:00:58, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1301.91(16) mean: 1609.36, max: 1728.69
Date: 07-07 at 07:02:19, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1301.91(16) mean: 1592.40, max: 1724.44
Date: 07-07 at 07:03:48, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1301.91(16) mean: 1407.15, max: 1471.48
Date: 07-07 at 07:04:59, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1301.91(16) mean: 1442.68, max: 1512.34
Date: 07-07 at 07:06:18, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1301.91(16) mean: 1440.08, max: 1543.16
Date: 07-07 at 07:07:31, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1301.91(16) mean: 1467.17, max: 1607.79
Date: 07-07 at 07:08:50, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1301.91(16) mean: 1473.56, max: 1671.02
Date: 07-07 at 07:10:13, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1301.91(16) mean: 1411.60, max: 1577.67
Date: 07-07 at 07:11:27, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1301.91(16) mean: 1423.83, max: 1621.94
Date: 07-07 at 07:12:53, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1280.87(15) mean: 1350.15, max: 1537.33
Date: 07-07 at 07:14:09, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1274.61(15) mean: 1368.34, max: 1462.76
Date: 07-07 at 07:15:24, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1274.61(15) mean: 1389.24, max: 1475.30
Date: 07-07 at 07:16:40, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1274.61(15) mean: 1384.73, max: 1504.66
Date: 07-07 at 07:17:55, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1274.61(15) mean: 1409.74, max: 1583.63
Date: 07-07 at 07:19:11, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1274.61(15) mean: 1371.68, max: 1519.99
Date: 07-07 at 07:20:27, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.37(15) mean: 1365.35, max: 1527.36
Date: 07-07 at 07:21:56, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.37(15) mean: 1329.44, max: 1477.86
Date: 07-07 at 07:23:07, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.37(15) mean: 1322.85, max: 1438.52
Date: 07-07 at 07:24:18, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.37(15) mean: 1312.73, max: 1424.15
Date: 07-07 at 07:25:38, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.37(15) mean: 1297.56, max: 1345.66
Date: 07-07 at 07:26:51, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.37(15) mean: 1288.80, max: 1337.54
Date: 07-07 at 07:28:08, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1266.39(15) mean: 1277.95, max: 1306.43
Date: 07-07 at 07:29:25, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1266.39(15) mean: 1299.49, max: 1381.90
Date: 07-07 at 07:30:36, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1266.39(15) mean: 1286.10, max: 1366.41
Date: 07-07 at 07:31:41, iter: 29, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1265.70(15) mean: 1309.77, max: 1349.85
Date: 07-07 at 07:32:54, iter: 30, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1265.70(15) mean: 1280.91, max: 1314.85
Date: 07-07 at 07:34:07, iter: 31, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1265.70(15) mean: 1309.79, max: 1347.33
Date: 07-07 at 07:35:25, iter: 32, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1265.70(15) mean: 1302.81, max: 1387.35
Date: 07-07 at 07:36:38, iter: 33, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1265.70(15) mean: 1297.55, max: 1337.57
Date: 07-07 at 07:38:00, iter: 34, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1263.62(15) mean: 1298.89, max: 1352.24
Date: 07-07 at 07:39:26, iter: 35, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1263.55(15) mean: 1301.35, max: 1374.02
Date: 07-07 at 07:40:46, iter: 36, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1263.55(15) mean: 1300.49, max: 1337.12
Date: 07-07 at 07:41:55, iter: 37, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1263.55(15) mean: 1346.93, max: 1403.22
Date: 07-07 at 07:43:10, iter: 38, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1263.55(15) mean: 1376.83, max: 1435.25
Date: 07-07 at 07:44:34, iter: 39, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1263.55(15) mean: 1290.32, max: 1440.45
Date: 07-07 at 07:45:44, iter: 40, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1263.55(15) mean: 1294.02, max: 1332.14
Date: 07-07 at 07:46:59, iter: 41, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1263.55(15) mean: 1323.70, max: 1364.15
Date: 07-07 at 07:48:18, iter: 42, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1261.41(15) mean: 1278.05, max: 1346.65
Date: 07-07 at 07:49:27, iter: 43, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1259.45(15) mean: 1269.40, max: 1284.84
Date: 07-07 at 07:50:38, iter: 44, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1258.81(15) mean: 1269.36, max: 1284.84
Date: 07-07 at 07:52:02, iter: 45, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1258.81(15) mean: 1270.04, max: 1288.25
Date: 07-07 at 07:53:21, iter: 46, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1258.81(15) mean: 1268.66, max: 1284.79
Date: 07-07 at 07:54:31, iter: 47, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1258.81(15) mean: 1267.61, max: 1284.79
Date: 07-07 at 07:55:46, iter: 48, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1258.81(15) mean: 1267.61, max: 1284.79
