Date: 04-10 at 12:55:43, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 683.43(3), mean: 1500.22, max: 1794.41
Date: 04-10 at 12:55:45, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 648.05(3), mean: 1619.69, max: 1924.94
Date: 04-10 at 12:55:48, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 647.51(3), mean: 2019.41, max: 2353.25
Date: 04-10 at 12:55:52, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 647.51(3), mean: 2141.24, max: 2483.78
Date: 04-10 at 12:56:00, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 647.51(3), mean: 2540.50, max: 2911.56
Date: 04-10 at 12:56:11, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 647.51(3), mean: 2939.76, max: 3339.33
Date: 04-10 at 12:56:23, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 647.51(3), mean: 3023.01, max: 3428.54
Date: 04-10 at 12:56:37, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 647.51(3), mean: 3106.27, max: 3517.74
Date: 04-10 at 12:56:56, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 647.51(3), mean: 3505.52, max: 3945.51
Date: 04-10 at 12:57:14, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 647.51(3), mean: 3588.78, max: 4034.71
Date: 04-10 at 12:57:43, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 647.51(3), mean: 3988.03, max: 4462.49
Date: 04-10 at 12:58:08, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 647.51(3), mean: 4109.86, max: 4593.02
Date: 04-10 at 12:58:38, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 647.51(3), mean: 4231.69, max: 4723.55
