Date: 01-14 at 07:17:10, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.32, best obj: 1150.21(5), mean: 3466.31, max: 4004.38
Date: 01-14 at 07:17:45, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.32, best obj: 898.35(5), mean: 2953.27, max: 3513.52
Date: 01-14 at 07:18:22, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.32, best obj: 757.73(5), mean: 2621.01, max: 3186.43
Date: 01-14 at 07:19:04, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.32, best obj: 739.33(5), mean: 2487.79, max: 3191.47
Date: 01-14 at 07:19:43, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.32, best obj: 736.24(5), mean: 1856.16, max: 2621.48
Date: 01-14 at 07:20:21, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.32, best obj: 736.24(5), mean: 1175.57, max: 2047.47
Date: 01-14 at 07:20:57, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.32, best obj: 734.38(5), mean: 811.82, max: 1190.63
Date: 01-14 at 07:21:36, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.32, best obj: 734.38(5), mean: 801.90, max: 881.63
Date: 01-14 at 07:22:20, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.32, best obj: 734.38(5), mean: 767.75, max: 817.03
Date: 01-14 at 07:22:58, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.32, best obj: 734.38(5), mean: 759.88, max: 798.89
Date: 01-14 at 07:23:43, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.32, best obj: 734.38(5), mean: 758.14, max: 798.89
Date: 01-14 at 07:24:24, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.32, best obj: 734.38(5), mean: 2559.57, max: 3232.71
Date: 01-14 at 07:24:57, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.32, best obj: 734.38(5), mean: 1076.44, max: 2272.20
Date: 01-14 at 07:25:32, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.32, best obj: 734.38(5), mean: 918.54, max: 1070.44
Date: 01-14 at 07:26:09, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.32, best obj: 734.38(5), mean: 836.66, max: 986.23
Date: 01-14 at 07:26:50, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.32, best obj: 720.07(5), mean: 2710.51, max: 3157.58
Date: 01-14 at 07:27:31, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.32, best obj: 715.07(5), mean: 1008.32, max: 1179.99
