Date: 03-25 at 12:52:52, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 1016.54(9), mean: 1509.86, max: 1851.51
Date: 03-25 at 12:52:55, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 915.90(10), mean: 1312.58, max: 1715.17
Date: 03-25 at 12:52:57, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 854.03(10), mean: 1200.86, max: 1619.21
Date: 03-25 at 12:53:00, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 813.27(8), mean: 1120.70, max: 1619.96
Date: 03-25 at 12:53:05, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 769.50(7), mean: 903.91, max: 981.03
Date: 03-25 at 12:53:11, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 766.31(7), mean: 878.15, max: 960.42
Date: 03-25 at 12:53:13, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 728.12(7), mean: 940.65, max: 1042.21
Date: 03-25 at 12:53:15, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 723.59(7), mean: 915.15, max: 1062.10
Date: 03-25 at 12:53:20, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 719.90(7), mean: 852.23, max: 1015.15
Date: 03-25 at 12:53:25, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 719.90(7), mean: 828.14, max: 899.67
Date: 03-25 at 12:53:28, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 719.90(7), mean: 802.88, max: 851.25
Date: 03-25 at 12:53:32, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 719.90(7), mean: 780.71, max: 802.79
Date: 03-25 at 12:53:36, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 719.90(7), mean: 780.85, max: 803.46
Date: 03-25 at 12:53:42, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 719.90(7), mean: 1397.77, max: 1829.89
Date: 03-25 at 12:53:46, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 719.90(7), mean: 1285.97, max: 1610.54
Date: 03-25 at 12:53:56, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 719.90(7), mean: 904.81, max: 999.63
Date: 03-25 at 12:54:00, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 719.90(7), mean: 915.82, max: 1055.29
Date: 03-25 at 12:54:05, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 719.90(7), mean: 1384.09, max: 1741.11
Date: 03-25 at 12:54:09, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 719.90(7), mean: 1256.52, max: 1562.65
