Date: 07-17 at 00:58:19, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1869.70(23) mean: 2502.86, max: 2773.73
Date: 07-17 at 00:59:17, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1763.99(22) mean: 2511.32, max: 2805.29
Date: 07-17 at 01:00:14, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1747.58(22) mean: 2550.12, max: 2866.31
Date: 07-17 at 01:01:13, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1743.03(22) mean: 2482.16, max: 2796.62
Date: 07-17 at 01:02:12, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1743.03(22) mean: 1836.25, max: 1915.58
Date: 07-17 at 01:03:13, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1727.10(22) mean: 1835.74, max: 1919.18
Date: 07-17 at 01:04:10, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1725.92(22) mean: 1872.99, max: 1967.62
Date: 07-17 at 01:05:07, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1722.19(22) mean: 1935.01, max: 2029.07
Date: 07-17 at 01:06:05, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1722.19(22) mean: 1884.25, max: 2057.86
Date: 07-17 at 01:07:04, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1722.19(22) mean: 1807.73, max: 1878.48
Date: 07-17 at 01:08:03, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1722.19(22) mean: 1849.90, max: 1944.91
Date: 07-17 at 01:09:01, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1722.19(22) mean: 1873.54, max: 1987.67
Date: 07-17 at 01:10:01, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1722.19(22) mean: 1895.22, max: 2070.97
Date: 07-17 at 01:10:59, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1722.19(22) mean: 1847.22, max: 2036.45
Date: 07-17 at 01:11:56, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1722.19(22) mean: 1847.21, max: 2087.01
Date: 07-17 at 01:12:53, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1722.19(22) mean: 1753.33, max: 1806.59
Date: 07-17 at 01:13:51, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1704.63(22) mean: 1809.05, max: 1935.94
Date: 07-17 at 01:14:45, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1704.63(22) mean: 1833.45, max: 1970.22
Date: 07-17 at 01:15:42, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1704.63(22) mean: 1768.71, max: 1969.72
Date: 07-17 at 01:16:38, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1704.53(22) mean: 1751.87, max: 1805.41
Date: 07-17 at 01:17:36, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1704.53(22) mean: 1773.36, max: 1843.01
Date: 07-17 at 01:18:31, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1704.53(22) mean: 1788.41, max: 1879.88
Date: 07-17 at 01:19:29, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1701.38(23) mean: 1777.75, max: 1874.23
Date: 07-17 at 01:20:26, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1701.30(23) mean: 1822.89, max: 1927.63
Date: 07-17 at 01:21:22, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1701.30(23) mean: 1783.29, max: 1937.65
Date: 07-17 at 01:22:23, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1694.80(22) mean: 1761.00, max: 1835.86
Date: 07-17 at 01:23:19, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1694.80(22) mean: 1756.04, max: 1857.84
Date: 07-17 at 01:24:18, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1694.80(22) mean: 1795.31, max: 1911.99
Date: 07-17 at 01:25:14, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1694.80(22) mean: 1764.95, max: 1906.96
Date: 07-17 at 01:26:13, iter: 32, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1694.80(22) mean: 1769.22, max: 1946.97
Date: 07-17 at 01:27:10, iter: 34, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1694.80(22) mean: 1805.02, max: 1951.16
Date: 07-17 at 01:28:06, iter: 35, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1694.80(22) mean: 1852.35, max: 1999.93
Date: 07-17 at 01:29:02, iter: 36, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1694.80(22) mean: 1746.06, max: 1778.50
Date: 07-17 at 01:29:57, iter: 37, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1694.80(22) mean: 1742.38, max: 1814.25
Date: 07-17 at 01:30:55, iter: 39, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1694.80(22) mean: 1788.10, max: 1923.91
Date: 07-17 at 01:31:49, iter: 40, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1694.80(22) mean: 1768.67, max: 1915.66
Date: 07-17 at 01:32:48, iter: 41, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1694.80(22) mean: 1784.44, max: 1952.95
Date: 07-17 at 01:33:43, iter: 42, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1694.80(22) mean: 1747.22, max: 1819.29
Date: 07-17 at 01:34:42, iter: 44, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1694.80(22) mean: 1773.37, max: 1857.77
Date: 07-17 at 01:35:37, iter: 45, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1694.80(22) mean: 1767.06, max: 1858.03
Date: 07-17 at 01:36:33, iter: 46, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1693.44(21) mean: 1770.87, max: 1879.76
Date: 07-17 at 01:37:26, iter: 47, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1693.44(21) mean: 1784.31, max: 1917.41
Date: 07-17 at 01:38:23, iter: 48, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1693.44(21) mean: 1815.98, max: 1951.07
Date: 07-17 at 01:39:20, iter: 49, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1693.44(21) mean: 1766.46, max: 1929.39
Date: 07-17 at 01:40:16, iter: 50, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1693.44(21) mean: 1815.82, max: 1957.42
Date: 07-17 at 01:41:13, iter: 52, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1693.44(21) mean: 1868.58, max: 2003.51
Date: 07-17 at 01:42:09, iter: 53, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1693.44(21) mean: 1858.62, max: 2013.72
Date: 07-17 at 01:43:06, iter: 54, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1693.44(21) mean: 1880.41, max: 2039.82
Date: 07-17 at 01:44:03, iter: 55, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1693.44(21) mean: 1786.86, max: 2057.99
Date: 07-17 at 01:45:01, iter: 57, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1693.44(21) mean: 1789.01, max: 1913.39
Date: 07-17 at 01:45:57, iter: 58, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1693.44(21) mean: 1836.98, max: 1970.78
Date: 07-17 at 01:46:53, iter: 59, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1693.44(21) mean: 1808.90, max: 1970.33
Date: 07-17 at 01:47:49, iter: 60, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1693.44(21) mean: 1791.04, max: 1978.80
Date: 07-17 at 01:48:46, iter: 62, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1693.44(21) mean: 1811.00, max: 1983.34
Date: 07-17 at 01:49:44, iter: 63, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1693.44(21) mean: 1751.19, max: 1806.20
Date: 07-17 at 01:50:38, iter: 64, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1693.44(21) mean: 1757.57, max: 1831.75
Date: 07-17 at 01:51:34, iter: 65, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1689.19(21) mean: 1748.94, max: 1850.30
Date: 07-17 at 01:52:29, iter: 66, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1684.18(21) mean: 1726.94, max: 1765.68
Date: 07-17 at 01:53:28, iter: 67, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1684.18(21) mean: 1755.72, max: 1815.17
Date: 07-17 at 01:54:23, iter: 68, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1732.70, max: 1834.66
Date: 07-17 at 01:55:19, iter: 69, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1753.26, max: 1857.96
Date: 07-17 at 01:56:14, iter: 70, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1790.42, max: 1911.25
Date: 07-17 at 01:57:08, iter: 71, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1722.07, max: 1771.92
Date: 07-17 at 01:58:05, iter: 72, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1715.89, max: 1766.28
Date: 07-17 at 01:59:03, iter: 74, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1790.29, max: 1900.97
Date: 07-17 at 01:59:59, iter: 75, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1753.09, max: 1921.93
Date: 07-17 at 02:00:54, iter: 76, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1778.48, max: 1975.56
Date: 07-17 at 02:01:53, iter: 77, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1740.78, max: 1924.88
Date: 07-17 at 02:02:49, iter: 79, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1788.75, max: 1896.66
Date: 07-17 at 02:03:44, iter: 80, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1724.69, max: 1761.10
Date: 07-17 at 02:04:39, iter: 81, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1729.24, max: 1769.21
Date: 07-17 at 02:05:36, iter: 82, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1715.30, max: 1748.47
Date: 07-17 at 02:06:30, iter: 84, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1772.69, max: 1919.41
Date: 07-17 at 02:07:27, iter: 85, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1734.25, max: 1838.84
Date: 07-17 at 02:08:20, iter: 86, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1719.54, max: 1782.09
Date: 07-17 at 02:09:17, iter: 87, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1731.56, max: 1822.39
Date: 07-17 at 02:10:11, iter: 89, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1807.24, max: 1924.43
Date: 07-17 at 02:11:07, iter: 90, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1785.07, max: 1914.69
Date: 07-17 at 02:12:00, iter: 91, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1801.08, max: 1934.35
Date: 07-17 at 02:12:55, iter: 92, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1726.28, max: 1835.80
Date: 07-17 at 02:13:50, iter: 94, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1761.65, max: 1977.83
Date: 07-17 at 02:14:46, iter: 95, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1710.38, max: 1782.04
Date: 07-17 at 02:15:41, iter: 96, fix: false, local: true, cut car: true, new generate: false, Khoo: 1613.59 best obj: 1682.43(21) mean: 1711.66, max: 1799.44
