Date: 07-29 at 00:54:15, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1935.67(18), mean: 2830.11, max: 3232.43
Date: 07-29 at 00:55:22, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1829.78(18), mean: 2785.48, max: 3310.11
Date: 07-29 at 00:56:33, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1781.81(17), mean: 2708.85, max: 3311.31
Date: 07-29 at 00:57:49, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1780.57(17), mean: 2577.20, max: 3348.08
Date: 07-29 at 00:58:56, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1780.57(17), mean: 2590.99, max: 3334.52
Date: 07-29 at 01:00:12, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1780.57(17), mean: 2546.86, max: 3389.24
Date: 07-29 at 01:01:29, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1780.57(17), mean: 2411.78, max: 3349.90
Date: 07-29 at 01:02:36, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1770.70(18), mean: 2197.93, max: 3170.06
Date: 07-29 at 01:03:46, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1770.70(18), mean: 2001.37, max: 3051.86
Date: 07-29 at 01:05:03, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1770.70(18), mean: 2000.56, max: 3095.39
Date: 07-29 at 01:06:11, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1770.70(18), mean: 1927.88, max: 2089.44
Date: 07-29 at 01:07:15, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1770.70(18), mean: 1998.59, max: 2165.66
Date: 07-29 at 01:08:31, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1770.70(18), mean: 1897.25, max: 2171.06
Date: 07-29 at 01:09:40, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1770.70(18), mean: 1899.26, max: 2027.53
Date: 07-29 at 01:10:47, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1770.70(18), mean: 1953.05, max: 2062.86
Date: 07-29 at 01:12:02, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1754.45(18), mean: 1825.91, max: 1966.44
Date: 07-29 at 01:13:10, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1707.32(18), mean: 1828.67, max: 1937.87
Date: 07-29 at 01:14:15, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1707.32(18), mean: 1827.66, max: 1945.07
Date: 07-29 at 01:15:29, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1707.32(18), mean: 1806.50, max: 1890.57
Date: 07-29 at 01:16:38, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1707.32(18), mean: 1812.50, max: 1939.83
Date: 07-29 at 01:17:50, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1707.32(18), mean: 1796.60, max: 1893.76
Date: 07-29 at 01:19:00, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1707.32(18), mean: 1832.04, max: 1951.63
Date: 07-29 at 01:20:10, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1707.32(18), mean: 1855.36, max: 2007.40
Date: 07-29 at 01:21:25, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1707.32(18), mean: 1778.24, max: 1856.48
Date: 07-29 at 01:22:36, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1707.32(18), mean: 1814.19, max: 1946.87
Date: 07-29 at 01:23:46, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1707.32(18), mean: 1770.34, max: 1832.52
Date: 07-29 at 01:24:51, #particle: 15, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1707.32(18), mean: 1798.01, max: 1887.82
Date: 07-29 at 01:26:07, #particle: 15, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1702.67(18), mean: 1764.18, max: 1916.65
Date: 07-29 at 01:27:20, #particle: 15, iter: 29, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1691.76(17), mean: 1751.04, max: 1803.08
Date: 07-29 at 01:28:29, #particle: 15, iter: 30, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1691.76(17), mean: 1750.99, max: 1803.08
Date: 07-29 at 01:29:41, #particle: 15, iter: 31, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58, best obj: 1691.76(17), mean: 1735.84, max: 1794.82
