Date: 07-03 at 05:14:20, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 2012.59(20) mean: 2795.62, max: 3232.86
Date: 07-03 at 05:15:58, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1909.92(18) mean: 2821.72, max: 3268.89
Date: 07-03 at 05:17:32, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1903.71(18) mean: 2770.90, max: 3321.54
Date: 07-03 at 05:19:09, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1903.71(18) mean: 2685.42, max: 3403.29
Date: 07-03 at 05:20:43, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1903.71(18) mean: 2631.09, max: 3256.50
Date: 07-03 at 05:22:24, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1903.71(18) mean: 2625.56, max: 3236.46
Date: 07-03 at 05:24:07, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1903.71(18) mean: 2437.46, max: 3288.89
Date: 07-03 at 05:25:55, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1855.28(19) mean: 1959.19, max: 2104.04
Date: 07-03 at 05:27:27, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1820.02(19) mean: 1987.68, max: 2160.57
Date: 07-03 at 05:28:55, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1811.51(19) mean: 1975.62, max: 2217.24
Date: 07-03 at 05:30:21, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1804.96(19) mean: 2005.25, max: 2253.72
Date: 07-03 at 05:31:49, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1804.53(19) mean: 2068.39, max: 2323.80
Date: 07-03 at 05:33:34, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1804.53(19) mean: 1912.71, max: 2005.87
Date: 07-03 at 05:35:13, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1804.53(19) mean: 1908.28, max: 2076.14
Date: 07-03 at 05:36:55, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1804.53(19) mean: 1931.36, max: 2042.16
Date: 07-03 at 05:38:24, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1794.96(19) mean: 1932.84, max: 2076.23
Date: 07-03 at 05:40:07, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1772.28(19) mean: 1893.14, max: 2022.75
Date: 07-03 at 05:41:42, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1772.28(19) mean: 1880.81, max: 1998.11
Date: 07-03 at 05:43:12, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1772.28(19) mean: 1881.08, max: 1998.20
Date: 07-03 at 05:44:43, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1772.28(19) mean: 1877.21, max: 2031.66
Date: 07-03 at 05:46:28, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1772.28(19) mean: 1863.44, max: 1943.28
Date: 07-03 at 05:47:57, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1767.00(18) mean: 1896.63, max: 2003.66
Date: 07-03 at 05:49:29, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1767.00(18) mean: 1861.07, max: 1943.18
Date: 07-03 at 05:51:13, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1767.00(18) mean: 1862.37, max: 1961.26
Date: 07-03 at 05:52:48, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1767.00(18) mean: 1867.59, max: 1985.01
Date: 07-03 at 05:54:28, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1767.00(18) mean: 1838.16, max: 1909.40
Date: 07-03 at 05:56:14, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1767.00(18) mean: 1834.93, max: 1909.41
Date: 07-03 at 05:57:39, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1767.00(18) mean: 1896.85, max: 2001.78
Date: 07-03 at 05:59:11, iter: 29, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.73(18) mean: 1889.67, max: 2055.52
Date: 07-03 at 06:01:00, iter: 30, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.73(18) mean: 1838.18, max: 1969.26
Date: 07-03 at 06:02:37, iter: 31, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.73(18) mean: 1826.19, max: 1947.08
Date: 07-03 at 06:04:19, iter: 32, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.73(18) mean: 1817.72, max: 1908.94
Date: 07-03 at 06:06:02, iter: 33, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.73(18) mean: 1816.72, max: 1904.59
Date: 07-03 at 06:07:41, iter: 34, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.73(18) mean: 1836.46, max: 1963.80
Date: 07-03 at 06:09:16, iter: 35, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.73(18) mean: 1831.30, max: 1953.21
Date: 07-03 at 06:10:57, iter: 36, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.73(18) mean: 1825.24, max: 1937.14
