Date: 07-02 at 16:02:45, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1964.48(19) mean: 2701.22, max: 3173.62
Date: 07-02 at 16:03:41, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1841.32(18) mean: 2709.02, max: 3195.65
Date: 07-02 at 16:04:48, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1837.04(18) mean: 1970.85, max: 2078.37
Date: 07-02 at 16:05:51, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1794.08(19) mean: 1960.31, max: 2119.70
Date: 07-02 at 16:06:53, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1775.93(19) mean: 2008.09, max: 2149.52
Date: 07-02 at 16:07:54, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1774.25(19) mean: 2015.39, max: 2199.13
Date: 07-02 at 16:08:58, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1774.25(19) mean: 2018.44, max: 2212.84
Date: 07-02 at 16:10:01, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1774.25(19) mean: 2024.61, max: 2273.40
Date: 07-02 at 16:11:04, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1774.25(19) mean: 1927.21, max: 2122.71
Date: 07-02 at 16:12:13, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.50(19) mean: 1845.33, max: 1973.98
Date: 07-02 at 16:13:19, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.05(19) mean: 1851.16, max: 2001.56
Date: 07-02 at 16:14:24, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.05(19) mean: 1874.27, max: 1966.51
Date: 07-02 at 16:15:23, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.05(19) mean: 1889.08, max: 2030.48
Date: 07-02 at 16:16:26, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.05(19) mean: 1859.49, max: 1983.68
Date: 07-02 at 16:17:32, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.05(19) mean: 1823.48, max: 1948.60
Date: 07-02 at 16:18:39, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.05(19) mean: 1806.74, max: 1887.04
Date: 07-02 at 16:19:43, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.05(19) mean: 1834.21, max: 1936.60
Date: 07-02 at 16:20:51, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.05(19) mean: 1823.82, max: 1899.12
Date: 07-02 at 16:21:59, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.05(19) mean: 1808.43, max: 1899.12
Date: 07-02 at 16:22:59, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.05(19) mean: 1833.88, max: 1933.33
Date: 07-02 at 16:24:10, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.05(19) mean: 1798.70, max: 1932.63
Date: 07-02 at 16:25:10, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.05(19) mean: 1875.38, max: 2022.62
Date: 07-02 at 16:26:22, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1756.05(19) mean: 1824.35, max: 2003.41
Date: 07-02 at 16:27:31, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1746.30(19) mean: 1792.83, max: 1827.61
Date: 07-02 at 16:28:28, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1746.14(18) mean: 1818.34, max: 1872.55
Date: 07-02 at 16:29:31, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1746.14(18) mean: 1787.74, max: 1838.08
Date: 07-02 at 16:30:35, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1746.14(18) mean: 1784.76, max: 1838.08
Date: 07-02 at 16:31:34, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1746.14(18) mean: 1827.58, max: 1878.09
Date: 07-02 at 16:32:33, iter: 29, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1746.14(18) mean: 1866.46, max: 1914.93
Date: 07-02 at 16:33:43, iter: 30, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1746.14(18) mean: 1796.59, max: 1917.71
Date: 07-02 at 16:34:47, iter: 31, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1746.14(18) mean: 1808.17, max: 1865.76
Date: 07-02 at 16:35:56, iter: 32, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1746.14(18) mean: 1786.17, max: 1831.22
Date: 07-02 at 16:37:04, iter: 33, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1746.14(18) mean: 1792.82, max: 1823.08
