Date: 01-10 at 08:33:33, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1995.76(19), mean: 2837.00, max: 3234.44
Date: 01-10 at 08:34:28, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1872.13(18), mean: 2849.65, max: 3249.85
Date: 01-10 at 08:35:33, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1839.55(18), mean: 2499.27, max: 3180.35
Date: 01-10 at 08:36:29, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1737.06(18), mean: 2430.97, max: 3128.22
Date: 01-10 at 08:37:25, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1715.66(18), mean: 2400.56, max: 3181.45
Date: 01-10 at 08:38:24, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1715.66(18), mean: 2187.67, max: 3123.09
Date: 01-10 at 08:39:20, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1715.66(18), mean: 2210.23, max: 3088.62
Date: 01-10 at 08:40:26, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1715.66(18), mean: 1889.77, max: 2106.47
Date: 01-10 at 08:41:30, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1715.66(18), mean: 1811.02, max: 2024.22
Date: 01-10 at 08:42:32, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1715.66(18), mean: 1899.40, max: 2243.95
Date: 01-10 at 08:43:26, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1715.66(18), mean: 1919.09, max: 2284.35
Date: 01-10 at 08:44:37, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1715.66(18), mean: 1812.21, max: 1943.76
Date: 01-10 at 08:45:44, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1715.66(18), mean: 1798.77, max: 1890.36
Date: 01-10 at 08:46:44, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1715.66(18), mean: 1863.58, max: 2028.72
Date: 01-10 at 08:47:38, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58, best obj: 1715.66(18), mean: 1829.67, max: 2062.78
