Date: 07-03 at 14:40:09, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1945.85(19) mean: 2762.34, max: 3231.08
Date: 07-03 at 14:41:54, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1834.76(19) mean: 2757.65, max: 3202.68
Date: 07-03 at 14:43:29, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1795.09(19) mean: 2599.07, max: 3243.36
Date: 07-03 at 14:45:03, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1793.15(19) mean: 2585.11, max: 3162.90
Date: 07-03 at 14:46:45, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1793.15(19) mean: 2497.98, max: 3199.82
Date: 07-03 at 14:48:23, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1793.15(19) mean: 2450.32, max: 3235.52
Date: 07-03 at 14:50:18, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1793.15(19) mean: 1953.36, max: 2132.01
Date: 07-03 at 14:51:48, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1793.15(19) mean: 1973.35, max: 2139.40
Date: 07-03 at 14:53:33, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1793.15(19) mean: 2046.47, max: 2264.34
Date: 07-03 at 14:55:14, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1780.56(19) mean: 1974.15, max: 2166.22
Date: 07-03 at 14:56:45, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1776.41(19) mean: 2013.15, max: 2201.73
Date: 07-03 at 14:58:20, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1776.41(19) mean: 2021.21, max: 2221.74
Date: 07-03 at 14:59:59, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1776.41(19) mean: 1981.33, max: 2242.06
Date: 07-03 at 15:01:44, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1776.41(19) mean: 1969.20, max: 2212.22
Date: 07-03 at 15:03:30, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1768.03(17) mean: 1868.34, max: 1948.35
Date: 07-03 at 15:05:16, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1768.03(17) mean: 1898.94, max: 2032.54
Date: 07-03 at 15:07:14, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1768.03(17) mean: 1855.71, max: 1946.88
Date: 07-03 at 15:08:52, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1768.03(17) mean: 1868.48, max: 1994.89
Date: 07-03 at 15:10:34, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1768.03(17) mean: 1870.94, max: 2015.62
Date: 07-03 at 15:12:10, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1768.03(17) mean: 1995.65, max: 2178.97
Date: 07-03 at 15:13:44, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1768.03(17) mean: 2050.79, max: 2228.17
Date: 07-03 at 15:15:28, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1768.03(17) mean: 1898.10, max: 2260.16
Date: 07-03 at 15:17:05, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 1623.58 best obj: 1768.03(17) mean: 1893.75, max: 2050.57
