Date: 07-11 at 22:32:59, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 983.88(5) mean: 3156.09, max: 4338.09
Date: 07-11 at 22:33:29, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 837.11(5) mean: 1917.22, max: 2826.87
Date: 07-11 at 22:34:10, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 834.43(5) mean: 1707.71, max: 2634.80
Date: 07-11 at 22:34:59, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 834.43(5) mean: 1706.67, max: 2640.51
Date: 07-11 at 22:35:29, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 834.43(5) mean: 1500.12, max: 2487.31
Date: 07-11 at 22:36:11, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 834.43(5) mean: 1131.51, max: 2482.65
Date: 07-11 at 22:36:39, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 834.43(5) mean: 944.72, max: 1100.10
Date: 07-11 at 22:37:14, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 834.43(5) mean: 1154.30, max: 1793.58
Date: 07-11 at 22:37:46, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 834.43(5) mean: 1036.75, max: 1697.39
Date: 07-11 at 22:38:34, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 834.43(5) mean: 1027.88, max: 1728.47
Date: 07-11 at 22:39:02, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 824.36(6) mean: 910.77, max: 1075.44
Date: 07-11 at 22:39:33, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 591.17 best obj: 788.99(6) mean: 907.96, max: 984.46
