Date: 01-18 at 01:45:22, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 1176.74(8), mean: 3577.14, max: 4356.95
Date: 01-18 at 01:46:24, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 954.45(7), mean: 3025.73, max: 3567.23
Date: 01-18 at 01:47:25, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 894.25(7), mean: 2710.77, max: 3379.22
Date: 01-18 at 01:48:27, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 868.00(7), mean: 1742.17, max: 2644.88
Date: 01-18 at 01:49:28, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 831.35(8), mean: 1348.74, max: 2113.12
Date: 01-18 at 01:50:28, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 823.15(8), mean: 889.30, max: 944.07
Date: 01-18 at 01:51:32, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 776.30(6), mean: 885.89, max: 957.63
Date: 01-18 at 01:52:35, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 773.13(6), mean: 826.60, max: 892.05
Date: 01-18 at 01:53:34, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 772.33(7), mean: 849.46, max: 924.83
Date: 01-18 at 01:54:34, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 719.13(6), mean: 858.90, max: 941.23
Date: 01-18 at 01:55:34, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 716.71(6), mean: 826.42, max: 954.34
Date: 01-18 at 01:56:34, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 701.51(5), mean: 781.93, max: 833.28
Date: 01-18 at 01:57:33, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 701.51(5), mean: 766.90, max: 844.38
Date: 01-18 at 01:58:33, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 701.51(5), mean: 755.46, max: 806.68
Date: 01-18 at 01:59:30, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 683.04(5), mean: 744.67, max: 808.56
Date: 01-18 at 02:00:26, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 683.04(5), mean: 698.91, max: 719.38
Date: 01-18 at 02:01:25, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 644.97(4), mean: 675.03, max: 683.73
Date: 01-18 at 02:02:23, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 644.97(4), mean: 675.05, max: 685.39
Date: 01-18 at 02:03:16, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 634.49(4), mean: 644.09, max: 667.91
Date: 01-18 at 02:04:13, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 634.49(4), mean: 641.34, max: 644.97
Date: 01-18 at 02:05:14, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 634.49(4), mean: 641.34, max: 644.97
Date: 01-18 at 02:06:11, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 634.49(4), mean: 671.33, max: 679.58
Date: 01-18 at 02:07:06, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 634.49(4), mean: 658.73, max: 670.13
Date: 01-18 at 02:08:04, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 634.49(4), mean: 2953.28, max: 3656.91
Date: 01-18 at 02:09:05, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 634.49(4), mean: 1312.62, max: 2146.86
Date: 01-18 at 02:10:04, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 634.49(4), mean: 927.77, max: 1348.27
Date: 01-18 at 02:10:58, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 634.49(4), mean: 639.56, max: 677.18
Date: 01-18 at 02:11:54, #particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 634.49(4), mean: 3249.95, max: 4048.45
Date: 01-18 at 02:12:54, #particle: 15, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 590.6, best obj: 634.49(4), mean: 1190.12, max: 3745.82
