Date: 12-10 at 17:34:46, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1482.47(14), mean: 2471.76, max: 3078.53
Date: 12-10 at 17:35:29, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1356.95(13), mean: 2443.18, max: 2967.60
Date: 12-10 at 17:36:15, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1284.54(13), mean: 2233.79, max: 2934.77
Date: 12-10 at 17:37:02, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1284.54(13), mean: 2058.45, max: 2826.18
Date: 12-10 at 17:37:47, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1284.54(13), mean: 1995.26, max: 2816.20
Date: 12-10 at 17:38:36, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1284.54(13), mean: 1719.43, max: 2746.06
Date: 12-10 at 17:39:23, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1284.54(13), mean: 1744.92, max: 2767.79
Date: 12-10 at 17:40:14, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1284.54(13), mean: 1635.67, max: 2398.11
Date: 12-10 at 17:40:55, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1284.54(13), mean: 1474.93, max: 1621.53
Date: 12-10 at 17:41:42, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1284.54(13), mean: 1355.45, max: 1429.94
Date: 12-10 at 17:42:26, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.42(13), mean: 1337.42, max: 1407.08
Date: 12-10 at 17:43:08, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.42(13), mean: 1373.25, max: 1448.52
Date: 12-10 at 17:43:49, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.42(13), mean: 1417.90, max: 1489.05
Date: 12-10 at 17:44:38, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.42(13), mean: 1423.95, max: 1514.01
Date: 12-10 at 17:45:21, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.42(13), mean: 1357.39, max: 1416.68
Date: 12-10 at 17:46:06, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.42(13), mean: 1358.13, max: 1419.96
Date: 12-10 at 17:46:51, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.42(13), mean: 1342.71, max: 1419.01
Date: 12-10 at 17:47:29, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.42(13), mean: 1366.87, max: 1449.21
Date: 12-10 at 17:48:12, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.42(13), mean: 1362.86, max: 1511.40
Date: 12-10 at 17:48:57, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.42(13), mean: 1419.47, max: 1558.65
Date: 12-10 at 17:49:42, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.42(13), mean: 1337.73, max: 1418.43
