Date: 07-01 at 19:13:44, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1469.55(15) mean: 3092.02, max: 3849.43
Date: 07-01 at 19:15:15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1157.72(14) mean: 3031.00, max: 3714.61
Date: 07-01 at 19:16:49, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1126.89(14) mean: 2589.69, max: 3533.40
Date: 07-01 at 19:18:24, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1081.62(13) mean: 2563.74, max: 3509.93
Date: 07-01 at 19:20:01, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1042.75(13) mean: 2503.30, max: 3381.51
Date: 07-01 at 19:21:34, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1037.68(13) mean: 1307.89, max: 1521.31
Date: 07-01 at 19:23:00, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 987.95(14) mean: 1183.81, max: 1528.05
Date: 07-01 at 19:24:32, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 985.37(14) mean: 1142.72, max: 1498.26
Date: 07-01 at 19:25:59, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 979.23(14) mean: 1172.94, max: 1529.90
Date: 07-01 at 19:27:30, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 928.13(12) mean: 1171.05, max: 1557.26
Date: 07-01 at 19:29:03, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 895.99(11) mean: 1051.16, max: 1167.70
Date: 07-01 at 19:30:32, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 895.99(11) mean: 1047.14, max: 1211.91
Date: 07-01 at 19:32:06, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 895.99(11) mean: 1009.64, max: 1146.05
Date: 07-01 at 19:33:34, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 895.99(11) mean: 995.21, max: 1118.01
Date: 07-01 at 19:35:02, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 895.99(11) mean: 959.04, max: 1056.79
Date: 07-01 at 19:36:29, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 895.99(11) mean: 1028.70, max: 1347.03
Date: 07-01 at 19:37:49, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 895.99(11) mean: 987.07, max: 1161.59
Date: 07-01 at 19:39:16, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 894.79(11) mean: 942.77, max: 1042.51
Date: 07-01 at 19:40:34, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 894.76(11) mean: 938.14, max: 1042.51
Date: 07-01 at 19:42:00, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 894.76(11) mean: 938.14, max: 1042.51
Date: 07-01 at 19:43:23, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 867.96(11) mean: 908.85, max: 1020.18
Date: 07-01 at 19:44:44, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 866.23(11) mean: 901.81, max: 956.04
Date: 07-01 at 19:46:10, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 861.80(11) mean: 897.77, max: 928.76
Date: 07-01 at 19:47:41, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(11) mean: 925.33, max: 960.39
Date: 07-01 at 19:49:10, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 892.55, max: 927.52
Date: 07-01 at 19:50:37, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 890.37, max: 894.76
Date: 07-01 at 19:52:04, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 890.37, max: 894.76
Date: 07-01 at 19:53:40, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 828.94(10) mean: 890.37, max: 894.76
