Date: 12-22 at 03:49:28, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1056.48(9), mean: 2370.93, max: 3347.63
Date: 12-22 at 03:50:18, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1026.90(9), mean: 2266.03, max: 3144.95
Date: 12-22 at 03:51:12, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1009.84(9), mean: 2330.44, max: 3209.55
Date: 12-22 at 03:52:09, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1006.22(9), mean: 2295.09, max: 3133.38
Date: 12-22 at 03:53:02, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1005.40(9), mean: 2063.24, max: 2911.71
Date: 12-22 at 03:54:01, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1005.40(9), mean: 1104.48, max: 1206.17
Date: 12-22 at 03:54:56, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1005.40(9), mean: 1187.02, max: 1312.87
Date: 12-22 at 03:55:52, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1005.40(9), mean: 1175.37, max: 1356.48
Date: 12-22 at 03:56:44, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1005.40(9), mean: 1174.79, max: 1294.94
Date: 12-22 at 03:57:39, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1005.40(9), mean: 1330.64, max: 1609.43
Date: 12-22 at 03:58:40, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 1005.40(9), mean: 1120.70, max: 1433.17
Date: 12-22 at 03:59:33, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 994.23(9), mean: 1108.25, max: 1270.25
Date: 12-22 at 04:00:29, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 971.52(9), mean: 1147.48, max: 1299.32
Date: 12-22 at 04:01:26, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 968.20(9), mean: 1174.42, max: 1280.51
Date: 12-22 at 04:02:17, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 968.05(9), mean: 1146.25, max: 1276.77
Date: 12-22 at 04:03:21, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 961.90(9), mean: 1028.09, max: 1069.23
Date: 12-22 at 04:04:13, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 797.99, best obj: 950.85(8), mean: 1062.84, max: 1114.06
