Date: 07-22 at 18:08:14, #particle: 30, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1473.26(14), mean: 3229.07, max: 3882.75
Date: 07-22 at 18:10:24, #particle: 30, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1382.46(12), mean: 3242.96, max: 3870.02
Date: 07-22 at 18:12:36, #particle: 30, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1349.03(12), mean: 3013.30, max: 3817.21
Date: 07-22 at 18:14:48, #particle: 30, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1331.31(12), mean: 2972.72, max: 3691.72
Date: 07-22 at 18:16:52, #particle: 30, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1330.84(12), mean: 1503.86, max: 1612.38
Date: 07-22 at 18:18:56, #particle: 30, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1330.84(12), mean: 1570.11, max: 1700.47
Date: 07-22 at 18:21:00, #particle: 30, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1330.84(12), mean: 1591.48, max: 1739.28
Date: 07-22 at 18:23:06, #particle: 30, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1330.84(12), mean: 1539.41, max: 1766.07
Date: 07-22 at 18:25:13, #particle: 30, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1307.43(10), mean: 1397.30, max: 1570.79
Date: 07-22 at 18:27:19, #particle: 30, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1303.12(10), mean: 1469.35, max: 1637.57
Date: 07-22 at 18:29:22, #particle: 30, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1285.08(11), mean: 1425.95, max: 1648.73
Date: 07-22 at 18:31:23, #particle: 30, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1277.49(10), mean: 1341.75, max: 1426.73
Date: 07-22 at 18:33:29, #particle: 30, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1271.69(10), mean: 1382.74, max: 1455.15
Date: 07-22 at 18:35:32, #particle: 30, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1271.69(10), mean: 1389.77, max: 1468.38
Date: 07-22 at 18:37:34, #particle: 30, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1271.69(10), mean: 1377.22, max: 1496.81
Date: 07-22 at 18:39:38, #particle: 30, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1263.34(12), mean: 1347.90, max: 1430.00
Date: 07-22 at 18:41:42, #particle: 30, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1255.75(11), mean: 1380.42, max: 1457.91
Date: 07-22 at 18:43:45, #particle: 30, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1252.31(11), mean: 1408.35, max: 1503.79
Date: 07-22 at 18:45:51, #particle: 30, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1252.31(11), mean: 1336.97, max: 1402.70
Date: 07-22 at 18:47:59, #particle: 30, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1252.31(11), mean: 1328.85, max: 1456.87
Date: 07-22 at 18:50:03, #particle: 30, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1252.31(11), mean: 1374.79, max: 1464.29
Date: 07-22 at 18:52:13, #particle: 30, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1252.31(11), mean: 1325.29, max: 1389.88
Date: 07-22 at 18:54:19, #particle: 30, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1252.31(11), mean: 1332.18, max: 1419.24
Date: 07-22 at 18:56:25, #particle: 30, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1252.31(11), mean: 1315.90, max: 1378.17
Date: 07-22 at 18:58:34, #particle: 30, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1252.31(11), mean: 1323.01, max: 1384.60
Date: 07-22 at 19:00:38, #particle: 30, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1252.31(11), mean: 1349.39, max: 1444.10
Date: 07-22 at 19:02:46, #particle: 30, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1252.31(11), mean: 1386.94, max: 1502.53
Date: 07-22 at 19:04:54, #particle: 30, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1252.31(11), mean: 1407.85, max: 1541.70
Date: 07-22 at 19:07:01, #particle: 30, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1252.31(11), mean: 1327.79, max: 1485.51
Date: 07-22 at 19:09:13, #particle: 30, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1252.31(11), mean: 1306.16, max: 1413.96
Date: 07-22 at 19:11:18, #particle: 30, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1252.29(11), mean: 1324.34, max: 1438.06
Date: 07-22 at 19:13:25, #particle: 30, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1252.29(11), mean: 1362.92, max: 1489.18
Date: 07-22 at 19:15:30, #particle: 30, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1251.99(12), mean: 1293.34, max: 1337.85
Date: 07-22 at 19:17:31, #particle: 30, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1251.99(12), mean: 1326.00, max: 1373.55
Date: 07-22 at 19:19:38, #particle: 30, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1251.06(11), mean: 1345.94, max: 1428.11
Date: 07-22 at 19:21:45, #particle: 30, iter: 36, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1248.58(11), mean: 1342.54, max: 1457.78
Date: 07-22 at 19:23:52, #particle: 30, iter: 37, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1248.26(11), mean: 1297.00, max: 1475.59
Date: 07-22 at 19:26:02, #particle: 30, iter: 38, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1248.26(11), mean: 1291.33, max: 1367.14
Date: 07-22 at 19:28:04, #particle: 30, iter: 39, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1236.18(11), mean: 1268.29, max: 1317.60
Date: 07-22 at 19:30:06, #particle: 30, iter: 40, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1236.18(11), mean: 1264.45, max: 1298.37
Date: 07-22 at 19:32:05, #particle: 30, iter: 41, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1236.18(11), mean: 1263.55, max: 1303.60
Date: 07-22 at 19:34:10, #particle: 30, iter: 42, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1236.18(11), mean: 1287.41, max: 1335.95
Date: 07-22 at 19:36:16, #particle: 30, iter: 43, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1236.18(11), mean: 1282.68, max: 1378.02
Date: 07-22 at 19:38:30, #particle: 30, iter: 44, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1236.18(11), mean: 1280.41, max: 1359.69
Date: 07-22 at 19:40:32, #particle: 30, iter: 45, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1236.18(11), mean: 1275.69, max: 1349.76
Date: 07-22 at 19:42:38, #particle: 30, iter: 46, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1236.18(11), mean: 1267.21, max: 1292.59
Date: 07-22 at 19:44:40, #particle: 30, iter: 47, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1236.18(11), mean: 1269.80, max: 1298.85
Date: 07-22 at 19:46:55, #particle: 30, iter: 48, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1236.18(11), mean: 1269.63, max: 1334.17
Date: 07-22 at 19:48:56, #particle: 30, iter: 49, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1236.18(11), mean: 1268.96, max: 1308.84
Date: 07-22 at 19:50:54, #particle: 30, iter: 50, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1236.18(11), mean: 1269.29, max: 1325.17
Date: 07-22 at 19:52:55, #particle: 30, iter: 51, fix: false, local: true, cut car: false, new generate: true, Khoo: 1144.48, best obj: 1236.18(11), mean: 1266.19, max: 1290.53
