Date: 03-24 at 16:07:20, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 767.35(5), mean: 976.23, max: 1558.09
Date: 03-24 at 16:07:22, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 696.70(4), mean: 893.00, max: 1199.21
Date: 03-24 at 16:07:24, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 677.12(3), mean: 917.09, max: 1116.92
Date: 03-24 at 16:07:27, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 668.02(3), mean: 719.29, max: 823.17
Date: 03-24 at 16:07:28, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 658.74(3), mean: 766.16, max: 866.67
Date: 03-24 at 16:07:34, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 656.13(3), mean: 669.59, max: 699.28
Date: 03-24 at 16:07:36, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 656.10(3), mean: 711.77, max: 747.50
Date: 03-24 at 16:07:39, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 629.55(3), mean: 663.78, max: 716.30
Date: 03-24 at 16:07:42, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 629.55(3), mean: 662.95, max: 717.68
Date: 03-24 at 16:07:46, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 620.11(3), mean: 649.80, max: 673.20
Date: 03-24 at 16:07:50, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 620.11(3), mean: 645.39, max: 713.58
Date: 03-24 at 16:07:54, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 620.11(3), mean: 639.87, max: 730.84
Date: 03-24 at 16:07:59, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 620.11(3), mean: 637.90, max: 682.50
Date: 03-24 at 16:08:08, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 620.11(3), mean: 622.65, max: 644.00
Date: 03-24 at 16:08:19, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 620.11(3), mean: 1773.89, max: 2119.99
Date: 03-24 at 16:08:23, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 620.11(3), mean: 1203.72, max: 1700.73
Date: 03-24 at 16:08:26, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 620.11(3), mean: 783.77, max: 851.69
Date: 03-24 at 16:08:29, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 620.11(3), mean: 798.71, max: 882.77
Date: 03-24 at 16:08:32, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 620.11(3), mean: 1754.37, max: 2056.93
Date: 03-24 at 16:08:36, particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, best obj: 620.11(3), mean: 1076.26, max: 1617.96
