Date: 07-07 at 12:02:32, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1173.88(5) mean: 3190.13, max: 3708.77
Date: 07-07 at 12:03:23, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1111.54(4) mean: 2103.62, max: 3060.42
Date: 07-07 at 12:04:12, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1105.83(4) mean: 1651.93, max: 2704.39
Date: 07-07 at 12:04:57, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1103.89(4) mean: 1324.58, max: 1594.37
Date: 07-07 at 12:05:37, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1100.01(4) mean: 1225.12, max: 1385.48
Date: 07-07 at 12:06:18, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1088.93(8) mean: 1167.87, max: 1258.87
Date: 07-07 at 12:07:05, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1058.13(8) mean: 1206.24, max: 1296.39
Date: 07-07 at 12:07:51, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1057.05(8) mean: 1231.42, max: 1305.50
Date: 07-07 at 12:08:54, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1041.35(7) mean: 1170.41, max: 1314.58
Date: 07-07 at 12:09:36, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1031.34(7) mean: 1171.13, max: 1328.03
Date: 07-07 at 12:10:43, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1031.25(7) mean: 1168.44, max: 1326.45
Date: 07-07 at 12:11:47, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1030.93(7) mean: 1162.97, max: 1336.75
Date: 07-07 at 12:12:32, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1030.93(7) mean: 1179.83, max: 1358.17
Date: 07-07 at 12:13:17, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1018.80(7) mean: 1090.99, max: 1230.64
Date: 07-07 at 12:14:19, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1009.46(7) mean: 1065.64, max: 1143.98
Date: 07-07 at 12:15:20, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1009.46(7) mean: 1031.45, max: 1054.23
Date: 07-07 at 12:16:19, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 874.87 best obj: 1009.46(7) mean: 1029.14, max: 1046.67
