Date: 01-25 at 13:36:03, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1481.18(15), mean: 2322.28, max: 3007.75
Date: 01-25 at 13:36:57, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1431.15(15), mean: 2241.87, max: 2955.21
Date: 01-25 at 13:37:54, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1393.98(17), mean: 2088.92, max: 2953.35
Date: 01-25 at 13:38:45, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1377.12(17), mean: 2052.06, max: 2994.52
Date: 01-25 at 13:39:46, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1357.08(17), mean: 1506.74, max: 1583.58
Date: 01-25 at 13:40:40, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1342.27(16), mean: 1550.07, max: 1630.72
Date: 01-25 at 13:41:30, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1342.25(16), mean: 1567.65, max: 1671.51
Date: 01-25 at 13:42:23, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1342.25(16), mean: 1586.96, max: 1713.08
Date: 01-25 at 13:43:18, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1342.25(16), mean: 1609.36, max: 1737.09
Date: 01-25 at 13:44:23, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1342.25(16), mean: 1420.19, max: 1488.96
Date: 01-25 at 13:45:18, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1342.25(16), mean: 1443.07, max: 1533.12
Date: 01-25 at 13:46:17, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1342.25(16), mean: 2227.59, max: 2562.27
Date: 01-25 at 13:47:10, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1342.25(16), mean: 2143.95, max: 2583.33
Date: 01-25 at 13:48:06, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1342.25(16), mean: 2067.92, max: 2528.80
Date: 01-25 at 13:49:02, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1342.25(16), mean: 1765.65, max: 2417.71
Date: 01-25 at 13:49:54, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1342.25(16), mean: 2325.44, max: 2666.32
Date: 01-25 at 13:50:52, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1342.25(16), mean: 2178.42, max: 2622.73
