Date: 07-28 at 19:17:22, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1496.82(15), mean: 2390.28, max: 3051.16
Date: 07-28 at 19:18:31, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1422.65(15), mean: 2178.23, max: 2501.45
Date: 07-28 at 19:19:45, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1388.32(17), mean: 2088.64, max: 2469.71
Date: 07-28 at 19:20:57, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1378.91(17), mean: 2111.92, max: 2470.11
Date: 07-28 at 19:22:05, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1345.99(16), mean: 2083.14, max: 2386.30
Date: 07-28 at 19:23:19, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1345.91(16), mean: 1983.85, max: 2388.36
Date: 07-28 at 19:24:44, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1345.91(16), mean: 1479.51, max: 1603.73
Date: 07-28 at 19:25:48, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1345.91(16), mean: 1526.34, max: 1632.85
Date: 07-28 at 19:26:57, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1345.91(16), mean: 1547.55, max: 1697.10
Date: 07-28 at 19:28:15, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1345.91(16), mean: 1465.73, max: 1674.97
Date: 07-28 at 19:29:21, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1345.91(16), mean: 1524.04, max: 1643.26
Date: 07-28 at 19:30:29, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1345.91(16), mean: 1554.45, max: 1693.28
Date: 07-28 at 19:31:43, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1345.91(16), mean: 1551.42, max: 1692.43
Date: 07-28 at 19:32:52, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1345.91(16), mean: 1560.64, max: 1752.00
Date: 07-28 at 19:34:08, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1345.91(16), mean: 1552.78, max: 1766.38
Date: 07-28 at 19:35:22, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1345.91(16), mean: 1535.95, max: 1737.65
Date: 07-28 at 19:36:32, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1291.68(15), mean: 1445.56, max: 1692.35
Date: 07-28 at 19:37:51, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1359.55, max: 1406.08
Date: 07-28 at 19:38:58, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1364.35, max: 1410.67
Date: 07-28 at 19:40:09, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1362.09, max: 1460.47
Date: 07-28 at 19:41:20, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1383.28, max: 1463.97
Date: 07-28 at 19:42:33, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1374.08, max: 1453.83
Date: 07-28 at 19:43:47, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1449.89, max: 1561.69
Date: 07-28 at 19:45:01, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1377.80, max: 1534.92
Date: 07-28 at 19:46:06, #particle: 15, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1392.22, max: 1576.32
Date: 07-28 at 19:47:18, #particle: 15, iter: 29, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1385.73, max: 1593.48
Date: 07-28 at 19:48:32, #particle: 15, iter: 31, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1454.86, max: 1663.53
Date: 07-28 at 19:49:39, #particle: 15, iter: 32, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1437.78, max: 1678.40
Date: 07-28 at 19:50:54, #particle: 15, iter: 33, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1393.84, max: 1752.43
Date: 07-28 at 19:52:03, #particle: 15, iter: 34, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1384.13, max: 1594.41
Date: 07-28 at 19:53:19, #particle: 15, iter: 36, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1386.28, max: 1497.70
Date: 07-28 at 19:54:32, #particle: 15, iter: 37, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1377.87, max: 1493.99
Date: 07-28 at 19:55:43, #particle: 15, iter: 38, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1332.00, max: 1383.52
Date: 07-28 at 19:56:56, #particle: 15, iter: 39, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1322.75, max: 1368.44
Date: 07-28 at 19:58:13, #particle: 15, iter: 41, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1391.84, max: 1537.70
Date: 07-28 at 19:59:23, #particle: 15, iter: 42, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1341.34, max: 1447.05
Date: 07-28 at 20:00:36, #particle: 15, iter: 43, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1289.82(15), mean: 1325.59, max: 1404.84
Date: 07-28 at 20:01:46, #particle: 15, iter: 45, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1285.64(14), mean: 1834.55, max: 2640.66
Date: 07-28 at 20:02:58, #particle: 15, iter: 47, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1285.64(14), mean: 1464.18, max: 1673.46
Date: 07-28 at 20:04:12, #particle: 15, iter: 48, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1285.64(14), mean: 1455.38, max: 1625.46
Date: 07-28 at 20:05:18, #particle: 15, iter: 49, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1285.64(14), mean: 1423.12, max: 1668.30
Date: 07-28 at 20:06:26, #particle: 15, iter: 50, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1285.64(14), mean: 1448.52, max: 1705.93
Date: 07-28 at 20:07:42, #particle: 15, iter: 52, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1442.44, max: 1828.85
Date: 07-28 at 20:08:50, #particle: 15, iter: 53, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1376.44, max: 1552.30
Date: 07-28 at 20:10:05, #particle: 15, iter: 54, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1339.39, max: 1434.18
Date: 07-28 at 20:11:15, #particle: 15, iter: 55, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1359.24, max: 1504.66
Date: 07-28 at 20:12:21, #particle: 15, iter: 57, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1457.65, max: 1810.50
Date: 07-28 at 20:13:28, #particle: 15, iter: 58, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1466.56, max: 1862.44
Date: 07-28 at 20:14:41, #particle: 15, iter: 59, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1358.42, max: 1506.92
Date: 07-28 at 20:15:54, #particle: 15, iter: 60, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1339.75, max: 1444.75
Date: 07-28 at 20:17:14, #particle: 15, iter: 62, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1407.99, max: 1616.91
Date: 07-28 at 20:18:16, #particle: 15, iter: 63, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1443.28, max: 1639.47
Date: 07-28 at 20:19:25, #particle: 15, iter: 64, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1415.15, max: 1636.82
Date: 07-28 at 20:20:38, #particle: 15, iter: 65, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1392.74, max: 1672.79
Date: 07-28 at 20:21:49, #particle: 15, iter: 67, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1390.35, max: 1508.10
Date: 07-28 at 20:22:56, #particle: 15, iter: 68, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1386.91, max: 1504.76
Date: 07-28 at 20:24:10, #particle: 15, iter: 70, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1839.52, max: 2677.43
Date: 07-28 at 20:25:21, #particle: 15, iter: 71, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1403.46, max: 1619.34
Date: 07-28 at 20:26:34, #particle: 15, iter: 73, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1462.96, max: 1771.94
Date: 07-28 at 20:27:44, #particle: 15, iter: 74, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1462.77, max: 1819.77
Date: 07-28 at 20:28:49, #particle: 15, iter: 75, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1489.42, max: 1849.68
Date: 07-28 at 20:30:03, #particle: 15, iter: 76, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1474.57, max: 1895.90
Date: 07-28 at 20:31:15, #particle: 15, iter: 78, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1279.48(14), mean: 1507.30, max: 1857.51
Date: 07-28 at 20:32:27, #particle: 15, iter: 79, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1278.18(14), mean: 1385.32, max: 1614.17
Date: 07-28 at 20:33:41, #particle: 15, iter: 80, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1278.18(14), mean: 1380.20, max: 1633.57
Date: 07-28 at 20:34:50, #particle: 15, iter: 81, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1278.18(14), mean: 1354.77, max: 1470.53
Date: 07-28 at 20:36:04, #particle: 15, iter: 82, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1278.18(14), mean: 1354.26, max: 1517.96
Date: 07-28 at 20:37:17, #particle: 15, iter: 83, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1278.18(14), mean: 1348.50, max: 1517.25
Date: 07-28 at 20:38:29, #particle: 15, iter: 85, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1278.18(14), mean: 1387.75, max: 1520.54
Date: 07-28 at 20:39:44, #particle: 15, iter: 86, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1278.18(14), mean: 1323.08, max: 1366.04
Date: 07-28 at 20:40:49, #particle: 15, iter: 87, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1278.18(14), mean: 1345.43, max: 1421.76
Date: 07-28 at 20:41:57, #particle: 15, iter: 88, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1278.18(14), mean: 1352.67, max: 1441.03
Date: 07-28 at 20:43:14, #particle: 15, iter: 90, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1278.18(14), mean: 1374.04, max: 1572.78
Date: 07-28 at 20:44:18, #particle: 15, iter: 91, fix: false, local: false, cut car: true, new generate: true, Khoo: 1239.37, best obj: 1278.18(14), mean: 1407.63, max: 1605.31
