Date: 08-11 at 08:38:32, #particle: 35, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1648.43(15), mean: 2631.34, max: 3566.48
Date: 08-11 at 08:40:50, #particle: 35, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1524.04(15), mean: 2608.09, max: 3596.22
Date: 08-11 at 08:43:06, #particle: 35, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1502.47(15), mean: 2522.90, max: 3517.69
Date: 08-11 at 08:45:26, #particle: 35, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1495.42(15), mean: 2519.88, max: 3439.63
Date: 08-11 at 08:47:54, #particle: 35, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1477.81(14), mean: 2483.79, max: 3466.54
Date: 08-11 at 08:50:07, #particle: 35, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1471.89(14), mean: 2503.26, max: 3439.98
Date: 08-11 at 08:52:51, #particle: 35, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1466.13(15), mean: 1662.37, max: 1785.11
Date: 08-11 at 08:55:08, #particle: 35, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1426.94(14), mean: 1670.49, max: 1833.46
Date: 08-11 at 08:57:31, #particle: 35, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1426.64(14), mean: 1613.92, max: 1869.80
Date: 08-11 at 08:59:43, #particle: 35, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1426.64(14), mean: 1654.19, max: 1871.80
Date: 08-11 at 09:01:58, #particle: 35, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1426.64(14), mean: 1677.88, max: 1927.61
Date: 08-11 at 09:04:31, #particle: 35, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1426.64(14), mean: 1551.71, max: 1679.59
Date: 08-11 at 09:06:35, #particle: 35, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1426.64(14), mean: 1571.37, max: 1759.39
Date: 08-11 at 09:08:43, #particle: 35, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1417.11(14), mean: 1724.69, max: 2091.98
Date: 08-11 at 09:10:49, #particle: 35, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1411.10(14), mean: 1749.36, max: 2074.10
Date: 08-11 at 09:13:00, #particle: 35, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1411.10(14), mean: 1691.59, max: 2087.18
Date: 08-11 at 09:15:19, #particle: 35, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1411.10(14), mean: 1651.79, max: 2108.78
Date: 08-11 at 09:17:48, #particle: 35, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1396.69(13), mean: 1514.40, max: 1647.94
Date: 08-11 at 09:19:50, #particle: 35, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1396.69(13), mean: 1544.76, max: 1683.27
Date: 08-11 at 09:22:04, #particle: 35, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 1261.67, best obj: 1389.35(13), mean: 1464.08, max: 1622.80
