Date: 02-07 at 13:49:17, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 1413.03(5), mean: 4031.86, max: 4738.28
Date: 02-07 at 13:51:30, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 1186.81(9), mean: 2685.35, max: 4103.35
Date: 02-07 at 13:53:38, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 1079.37(8), mean: 2414.02, max: 3827.83
Date: 02-07 at 13:55:49, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 1022.72(7), mean: 2414.61, max: 3825.94
Date: 02-07 at 13:57:55, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 1022.72(7), mean: 1300.06, max: 1502.83
Date: 02-07 at 13:59:57, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 1022.72(7), mean: 1244.42, max: 1370.84
Date: 02-07 at 14:02:05, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 1022.72(7), mean: 1230.19, max: 1417.53
Date: 02-07 at 14:04:13, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 1005.44(8), mean: 1148.45, max: 1263.86
Date: 02-07 at 14:06:22, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 983.31(8), mean: 1215.34, max: 1343.45
Date: 02-07 at 14:08:29, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 983.22(8), mean: 1274.23, max: 1395.02
Date: 02-07 at 14:10:33, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 939.67(7), mean: 1204.01, max: 1418.52
Date: 02-07 at 14:12:37, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 939.67(7), mean: 1188.38, max: 1382.39
Date: 02-07 at 14:14:40, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 939.67(7), mean: 1166.24, max: 1419.22
Date: 02-07 at 14:16:42, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 939.67(7), mean: 1087.99, max: 1371.65
Date: 02-07 at 14:18:49, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 890.93(7), mean: 952.96, max: 994.26
Date: 02-07 at 14:20:48, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 890.39(7), mean: 967.71, max: 1020.58
Date: 02-07 at 14:22:53, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 890.39(7), mean: 941.70, max: 1048.14
Date: 02-07 at 14:24:52, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 890.39(7), mean: 945.47, max: 1067.81
Date: 02-07 at 14:26:54, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 890.39(7), mean: 961.13, max: 992.88
Date: 02-07 at 14:28:54, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 890.39(7), mean: 919.02, max: 979.11
Date: 02-07 at 14:31:03, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 890.39(7), mean: 2872.57, max: 3660.53
Date: 02-07 at 14:33:04, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 890.39(7), mean: 1794.73, max: 3426.95
Date: 02-07 at 14:35:09, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 890.39(7), mean: 1639.44, max: 3111.65
Date: 02-07 at 14:37:09, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 890.39(7), mean: 1455.81, max: 2770.57
Date: 02-07 at 14:39:21, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 890.39(7), mean: 3285.80, max: 4289.80
Date: 02-07 at 14:41:28, #particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 778.93, best obj: 890.39(7), mean: 2140.67, max: 3491.03
