Date: 07-05 at 22:52:18, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1745.21(12) mean: 3505.07, max: 4443.12
Date: 07-05 at 22:53:51, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1621.68(12) mean: 3294.88, max: 4337.37
Date: 07-05 at 22:55:18, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1533.07(11) mean: 2817.87, max: 4110.14
Date: 07-05 at 22:56:50, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1474.67(11) mean: 2826.22, max: 4098.41
Date: 07-05 at 22:58:21, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1448.65(11) mean: 2758.40, max: 3893.41
Date: 07-05 at 22:59:54, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1448.65(11) mean: 2417.31, max: 3304.73
Date: 07-05 at 23:01:32, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1448.65(11) mean: 2332.45, max: 3254.77
Date: 07-05 at 23:03:00, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1448.65(11) mean: 2069.38, max: 3047.27
Date: 07-05 at 23:04:38, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1448.65(11) mean: 2053.08, max: 2923.16
Date: 07-05 at 23:06:10, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1448.65(11) mean: 2026.80, max: 2931.30
Date: 07-05 at 23:07:45, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1448.65(11) mean: 1597.89, max: 1736.77
Date: 07-05 at 23:09:18, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1448.65(11) mean: 1600.91, max: 1734.93
Date: 07-05 at 23:10:53, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1448.65(11) mean: 1582.13, max: 1711.42
Date: 07-05 at 23:12:23, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1448.65(11) mean: 1549.20, max: 1694.13
Date: 07-05 at 23:13:58, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1443.28(11) mean: 1545.67, max: 1737.96
Date: 07-05 at 23:15:30, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1443.28(11) mean: 1568.14, max: 1654.84
Date: 07-05 at 23:17:01, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1443.28(11) mean: 1598.37, max: 1752.21
Date: 07-05 at 23:18:35, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1443.28(11) mean: 1624.16, max: 1796.89
