Date: 07-05 at 08:00:59, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1701.04(6) mean: 3509.56, max: 4443.12
Date: 07-05 at 08:02:45, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1581.47(6) mean: 3377.31, max: 4265.21
Date: 07-05 at 08:04:36, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1562.53(12) mean: 2608.71, max: 3596.35
Date: 07-05 at 08:06:19, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1434.14(11) mean: 2199.77, max: 3396.58
Date: 07-05 at 08:08:06, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1407.97(10) mean: 2174.28, max: 3258.52
Date: 07-05 at 08:09:54, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1404.47(10) mean: 1871.04, max: 2887.94
Date: 07-05 at 08:11:39, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1404.47(10) mean: 1565.85, max: 1703.30
Date: 07-05 at 08:13:25, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1404.47(10) mean: 1581.03, max: 1729.99
Date: 07-05 at 08:15:14, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1404.47(10) mean: 1645.83, max: 1810.79
Date: 07-05 at 08:17:00, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1404.47(10) mean: 1577.61, max: 1839.86
Date: 07-05 at 08:18:47, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1404.47(10) mean: 1536.38, max: 1733.59
Date: 07-05 at 08:20:40, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1404.47(10) mean: 1513.23, max: 1685.43
Date: 07-05 at 08:22:27, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1404.47(10) mean: 1576.25, max: 1802.02
Date: 07-05 at 08:24:18, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1404.47(10) mean: 1519.40, max: 1718.20
Date: 07-05 at 08:26:05, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1404.47(10) mean: 1494.40, max: 1584.87
Date: 07-05 at 08:27:48, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1404.47(10) mean: 1477.08, max: 1557.84
Date: 07-05 at 08:29:33, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1404.47(10) mean: 1499.82, max: 1580.82
Date: 07-05 at 08:31:19, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1404.47(10) mean: 1511.65, max: 1598.85
Date: 07-05 at 08:33:09, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1134.91 best obj: 1404.47(10) mean: 1492.49, max: 1621.59
