Date: 03-24 at 13:56:29, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 550.33(3), mean: 948.10, max: 1714.28
Date: 03-24 at 13:56:32, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 509.04(3), mean: 795.16, max: 1277.82
Date: 03-24 at 13:56:35, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 505.54(3), mean: 822.12, max: 1253.89
Date: 03-24 at 13:56:38, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 504.58(3), mean: 705.81, max: 938.80
Date: 03-24 at 13:56:43, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 456.79(4), mean: 542.88, max: 628.22
Date: 03-24 at 13:56:46, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 445.80(4), mean: 560.63, max: 629.87
Date: 03-24 at 13:56:49, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 440.28(4), mean: 482.51, max: 576.41
Date: 03-24 at 13:56:53, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 413.84(3), mean: 462.54, max: 538.29
Date: 03-24 at 13:56:57, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 401.20(3), mean: 443.26, max: 481.81
Date: 03-24 at 13:57:02, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 401.20(3), mean: 444.95, max: 499.79
Date: 03-24 at 13:57:08, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 401.20(3), mean: 455.32, max: 526.22
Date: 03-24 at 13:57:13, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 401.20(3), mean: 445.94, max: 460.64
Date: 03-24 at 13:57:23, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 401.20(3), mean: 441.82, max: 458.85
Date: 03-24 at 13:57:34, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 397.07(3), mean: 1552.73, max: 1772.73
Date: 03-24 at 13:57:37, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 397.07(3), mean: 773.99, max: 1155.37
Date: 03-24 at 13:57:41, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 397.07(3), mean: 422.95, max: 463.90
Date: 03-24 at 13:57:49, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 397.07(3), mean: 402.39, max: 430.48
Date: 03-24 at 13:58:00, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 395.20(3), mean: 1543.85, max: 1839.97
Date: 03-24 at 13:58:03, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 395.20(3), mean: 970.67, max: 1279.53
