Date: 01-14 at 07:12:42, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 1069.26(4), mean: 2795.24, max: 3300.89
Date: 01-14 at 07:13:42, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 1001.16(4), mean: 2117.28, max: 2719.96
Date: 01-14 at 07:14:37, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 978.22(4), mean: 1695.09, max: 2331.75
Date: 01-14 at 07:15:33, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 962.84(4), mean: 1237.05, max: 1715.16
Date: 01-14 at 07:16:27, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 941.64(6), mean: 1018.44, max: 1225.16
Date: 01-14 at 07:17:23, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 928.94(6), mean: 1013.76, max: 1102.93
Date: 01-14 at 07:18:17, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 928.94(6), mean: 1076.48, max: 1161.07
Date: 01-14 at 07:19:14, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 928.94(6), mean: 1065.65, max: 1181.55
Date: 01-14 at 07:20:05, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 928.94(6), mean: 943.45, max: 1005.25
Date: 01-14 at 07:21:02, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 928.94(6), mean: 964.34, max: 997.70
Date: 01-14 at 07:21:55, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 920.10(6), mean: 1142.43, max: 1424.20
Date: 01-14 at 07:22:48, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 914.67(6), mean: 1069.00, max: 1417.48
Date: 01-14 at 07:23:42, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 908.19(6), mean: 1077.60, max: 1425.18
Date: 01-14 at 07:24:33, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 908.19(6), mean: 956.94, max: 1076.72
Date: 01-14 at 07:25:28, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 908.19(6), mean: 990.45, max: 1107.94
Date: 01-14 at 07:26:22, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 908.19(6), mean: 987.19, max: 1192.42
Date: 01-14 at 07:27:15, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 907.10(6), mean: 974.57, max: 1175.01
Date: 01-14 at 07:28:10, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 907.10(6), mean: 943.85, max: 1011.50
Date: 01-14 at 07:29:05, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 902.88(7), mean: 932.79, max: 1093.19
Date: 01-14 at 07:30:00, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 876.32(6), mean: 938.75, max: 1082.03
Date: 01-14 at 07:30:53, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 876.32(6), mean: 957.60, max: 1021.17
Date: 01-14 at 07:31:49, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 876.32(6), mean: 900.40, max: 908.36
Date: 01-14 at 07:32:45, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 876.32(6), mean: 908.16, max: 955.17
Date: 01-14 at 07:33:45, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 876.32(6), mean: 899.33, max: 908.36
Date: 01-14 at 07:34:36, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 876.32(6), mean: 1091.46, max: 1288.12
Date: 01-14 at 07:35:31, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 876.32(6), mean: 937.55, max: 1054.54
Date: 01-14 at 07:36:25, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 876.32(6), mean: 944.56, max: 1118.41
Date: 01-14 at 07:37:19, #particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 876.32(6), mean: 926.02, max: 1032.17
Date: 01-14 at 07:38:13, #particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 875.77(6), mean: 1160.00, max: 1339.80
Date: 01-14 at 07:39:07, #particle: 15, iter: 33, fix: false, local: true, cut car: true, new generate: false, Khoo: 797.99, best obj: 875.77(6), mean: 1016.45, max: 1230.61
