Date: 07-16 at 03:29:25, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1812.48(18) mean: 2844.67, max: 3568.68
Date: 07-16 at 03:30:28, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1721.49(17) mean: 2772.95, max: 3580.54
Date: 07-16 at 03:31:28, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1698.50(17) mean: 2595.86, max: 3061.29
Date: 07-16 at 03:32:28, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1698.50(17) mean: 2647.75, max: 3113.86
Date: 07-16 at 03:33:35, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1698.50(17) mean: 2495.50, max: 3093.47
Date: 07-16 at 03:34:31, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1698.50(17) mean: 2439.32, max: 3083.50
Date: 07-16 at 03:35:37, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1698.50(17) mean: 2253.27, max: 3123.55
Date: 07-16 at 03:36:45, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1698.50(17) mean: 2199.73, max: 3132.28
Date: 07-16 at 03:37:52, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1698.50(17) mean: 1901.43, max: 2084.16
Date: 07-16 at 03:38:58, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1698.50(17) mean: 1852.71, max: 2105.28
Date: 07-16 at 03:39:58, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1698.50(17) mean: 1883.25, max: 2100.94
Date: 07-16 at 03:41:11, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1698.50(17) mean: 1835.73, max: 1892.39
Date: 07-16 at 03:42:12, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1679.55(18) mean: 1819.34, max: 1921.78
Date: 07-16 at 03:43:18, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1671.01(17) mean: 1797.78, max: 1930.14
Date: 07-16 at 03:44:17, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1643.23(16) mean: 1828.84, max: 1907.06
Date: 07-16 at 03:45:25, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1643.23(16) mean: 1757.11, max: 1848.06
Date: 07-16 at 03:46:27, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1643.23(16) mean: 1800.92, max: 1882.44
Date: 07-16 at 03:47:30, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1643.23(16) mean: 1846.11, max: 1942.52
Date: 07-16 at 03:48:32, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1643.23(16) mean: 1825.03, max: 1999.60
Date: 07-16 at 03:49:44, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1643.23(16) mean: 1769.67, max: 1877.19
Date: 07-16 at 03:50:41, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1643.23(16) mean: 1785.66, max: 1920.56
Date: 07-16 at 03:51:44, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1603.37(16) mean: 1805.59, max: 1956.36
Date: 07-16 at 03:52:44, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1588.56(16) mean: 1814.67, max: 1996.31
Date: 07-16 at 03:53:46, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1587.25(16) mean: 1867.20, max: 2043.03
Date: 07-16 at 03:55:00, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1587.25(16) mean: 1704.06, max: 1800.85
Date: 07-16 at 03:56:00, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1587.25(16) mean: 1752.70, max: 1859.90
Date: 07-16 at 03:56:57, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1587.25(16) mean: 1737.32, max: 1863.34
Date: 07-16 at 03:58:11, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1587.25(16) mean: 1701.06, max: 1843.41
Date: 07-16 at 03:59:10, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1587.25(16) mean: 1676.07, max: 1754.73
Date: 07-16 at 04:00:15, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1587.25(16) mean: 1650.98, max: 1737.66
Date: 07-16 at 04:01:17, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1587.25(16) mean: 1713.77, max: 1798.38
Date: 07-16 at 04:02:13, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1587.25(16) mean: 1814.06, max: 1916.74
Date: 07-16 at 04:03:23, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1587.25(16) mean: 1738.85, max: 1971.10
Date: 07-16 at 04:04:26, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1587.25(16) mean: 1681.48, max: 1761.30
Date: 07-16 at 04:05:36, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1558.86(16) mean: 1636.70, max: 1740.84
Date: 07-16 at 04:06:32, iter: 36, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1550.04(15) mean: 1688.70, max: 1810.16
Date: 07-16 at 04:07:30, iter: 37, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1550.04(15) mean: 1645.60, max: 1793.47
Date: 07-16 at 04:08:31, iter: 38, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1550.04(15) mean: 1643.83, max: 1818.19
Date: 07-16 at 04:09:33, iter: 39, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1550.04(15) mean: 1617.84, max: 1682.01
Date: 07-16 at 04:10:31, iter: 40, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1550.04(15) mean: 1606.79, max: 1718.60
Date: 07-16 at 04:11:27, iter: 41, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1550.04(15) mean: 1671.31, max: 1789.46
Date: 07-16 at 04:12:31, iter: 42, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1550.04(15) mean: 1702.23, max: 1852.01
Date: 07-16 at 04:13:33, iter: 43, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1550.04(15) mean: 1624.84, max: 1804.43
Date: 07-16 at 04:14:31, iter: 44, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1550.04(15) mean: 1616.61, max: 1740.14
Date: 07-16 at 04:15:27, iter: 45, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1550.04(15) mean: 1643.78, max: 1793.26
Date: 07-16 at 04:16:32, iter: 46, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1541.88(15) mean: 1632.56, max: 1833.64
Date: 07-16 at 04:17:37, iter: 47, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1541.88(15) mean: 1596.20, max: 1846.46
Date: 07-16 at 04:18:37, iter: 48, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1575.38, max: 1652.81
Date: 07-16 at 04:19:42, iter: 49, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1573.86, max: 1654.15
Date: 07-16 at 04:20:59, iter: 50, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1567.61, max: 1616.15
Date: 07-16 at 04:21:55, iter: 51, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1584.54, max: 1663.89
Date: 07-16 at 04:22:52, iter: 52, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1578.82, max: 1669.34
Date: 07-16 at 04:23:57, iter: 53, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1623.61, max: 1702.74
Date: 07-16 at 04:24:58, iter: 54, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1675.93, max: 1779.71
Date: 07-16 at 04:26:09, iter: 55, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1589.50, max: 1683.98
Date: 07-16 at 04:27:10, iter: 56, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1563.14, max: 1616.15
Date: 07-16 at 04:28:13, iter: 57, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1556.57, max: 1616.15
Date: 07-16 at 04:29:15, iter: 58, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1557.33, max: 1616.15
Date: 07-16 at 04:30:21, iter: 59, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1571.12, max: 1692.21
Date: 07-16 at 04:31:25, iter: 60, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1567.41, max: 1678.72
Date: 07-16 at 04:32:23, iter: 61, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1575.17, max: 1720.79
Date: 07-16 at 04:33:28, iter: 62, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1556.73, max: 1624.80
Date: 07-16 at 04:34:27, iter: 63, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1566.45, max: 1664.46
Date: 07-16 at 04:35:27, iter: 64, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1558.72, max: 1701.89
Date: 07-16 at 04:36:26, iter: 65, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1540.09, max: 1591.39
Date: 07-16 at 04:37:28, iter: 66, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.32(15) mean: 1540.23, max: 1575.71
Date: 07-16 at 04:38:25, iter: 67, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.25(15) mean: 1535.86, max: 1574.25
Date: 07-16 at 04:39:29, iter: 68, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.25(15) mean: 1537.22, max: 1574.01
Date: 07-16 at 04:40:38, iter: 69, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.25(15) mean: 1535.50, max: 1568.87
Date: 07-16 at 04:41:49, iter: 70, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.25(15) mean: 1535.50, max: 1568.87
Date: 07-16 at 04:43:04, iter: 71, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.25(15) mean: 1535.50, max: 1568.87
Date: 07-16 at 04:44:02, iter: 72, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.25(15) mean: 1535.50, max: 1568.87
Date: 07-16 at 04:45:01, iter: 73, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.25(15) mean: 1543.67, max: 1630.16
Date: 07-16 at 04:46:14, iter: 74, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.25(15) mean: 1534.31, max: 1560.89
Date: 07-16 at 04:47:14, iter: 75, fix: false, local: true, cut car: false, new generate: true, Khoo: 1461.23 best obj: 1521.25(15) mean: 1535.99, max: 1565.47
