Date: 01-03 at 15:59:23, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1417.36(14), mean: 2140.74, max: 2568.65
Date: 01-03 at 16:00:22, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1345.68(13), mean: 1980.15, max: 2643.13
Date: 01-03 at 16:01:24, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1323.26(13), mean: 2007.50, max: 2631.32
Date: 01-03 at 16:02:25, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1313.44(13), mean: 1927.67, max: 2651.35
Date: 01-03 at 16:03:25, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1303.73(13), mean: 1470.04, max: 2211.27
Date: 01-03 at 16:04:24, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1303.73(13), mean: 1445.35, max: 1616.51
Date: 01-03 at 16:05:24, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1282.40(13), mean: 1457.84, max: 1690.87
Date: 01-03 at 16:06:23, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1272.94(13), mean: 1452.66, max: 1728.05
Date: 01-03 at 16:07:22, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1271.59(13), mean: 1385.33, max: 1468.67
Date: 01-03 at 16:08:22, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1271.59(13), mean: 1464.69, max: 1560.07
Date: 01-03 at 16:09:21, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1269.57(13), mean: 1429.54, max: 1553.40
Date: 01-03 at 16:10:22, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1253.24(12), mean: 1501.51, max: 1631.66
Date: 01-03 at 16:11:20, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1250.61(12), mean: 1444.35, max: 1660.10
Date: 01-03 at 16:12:21, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1250.61(12), mean: 1491.08, max: 1706.77
Date: 01-03 at 16:13:21, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1250.61(12), mean: 1332.62, max: 1452.53
Date: 01-03 at 16:14:21, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1250.61(12), mean: 1370.60, max: 1464.12
Date: 01-03 at 16:15:18, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1250.61(12), mean: 1385.43, max: 1493.43
Date: 01-03 at 16:16:18, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1250.61(12), mean: 1448.18, max: 1699.58
