Date: 03-25 at 02:07:42, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 969.83(9), mean: 1566.68, max: 1899.23
Date: 03-25 at 02:07:45, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 925.81(9), mean: 1519.42, max: 1770.63
Date: 03-25 at 02:07:54, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 891.57(9), mean: 990.07, max: 1041.80
Date: 03-25 at 02:07:56, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 877.07(9), mean: 1034.64, max: 1088.06
Date: 03-25 at 02:07:59, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 875.92(9), mean: 1028.26, max: 1100.51
Date: 03-25 at 02:08:02, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 875.92(9), mean: 1055.02, max: 1179.32
Date: 03-25 at 02:08:08, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 868.81(11), mean: 963.11, max: 1161.08
Date: 03-25 at 02:08:16, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 838.75(10), mean: 901.16, max: 962.09
Date: 03-25 at 02:08:18, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 817.84(10), mean: 948.27, max: 1020.62
Date: 03-25 at 02:08:22, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 810.00(10), mean: 949.68, max: 1050.45
Date: 03-25 at 02:08:25, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 809.69(10), mean: 874.37, max: 938.68
Date: 03-25 at 02:08:32, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 809.69(10), mean: 886.51, max: 967.49
Date: 03-25 at 02:08:35, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 809.69(10), mean: 907.72, max: 1022.65
Date: 03-25 at 02:08:40, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 809.69(10), mean: 844.30, max: 915.13
Date: 03-25 at 02:08:44, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 806.55(10), mean: 828.34, max: 876.15
Date: 03-25 at 02:08:52, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 804.98(10), mean: 828.71, max: 880.46
Date: 03-25 at 02:08:58, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 804.98(10), mean: 821.98, max: 872.18
Date: 03-25 at 02:09:02, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 804.98(10), mean: 832.60, max: 865.68
Date: 03-25 at 02:09:07, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 804.81(10), mean: 817.65, max: 845.96
Date: 03-25 at 02:09:10, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 804.81(10), mean: 821.78, max: 858.40
Date: 03-25 at 02:09:21, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 804.81(10), mean: 812.94, max: 829.95
Date: 03-25 at 02:09:26, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 804.81(10), mean: 810.34, max: 829.95
Date: 03-25 at 02:09:31, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 804.81(10), mean: 816.46, max: 876.66
Date: 03-25 at 02:09:38, particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, best obj: 804.81(10), mean: 1482.50, max: 1840.51
Date: 03-25 at 02:09:43, particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, best obj: 804.81(10), mean: 1230.99, max: 1579.91
Date: 03-25 at 02:09:47, particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, best obj: 804.81(10), mean: 1186.32, max: 1574.89
Date: 03-25 at 02:09:51, particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, best obj: 804.81(10), mean: 1148.00, max: 1538.79
Date: 03-25 at 02:09:59, particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: true, best obj: 804.81(10), mean: 1499.95, max: 1791.97
Date: 03-25 at 02:10:04, particle: 15, iter: 33, fix: false, local: true, cut car: true, new generate: true, best obj: 804.81(10), mean: 1315.30, max: 1664.18
