Date: 07-07 at 00:51:08, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1278.87(12) mean: 2866.87, max: 3565.86
Date: 07-07 at 00:52:30, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1196.65(11) mean: 2440.29, max: 3206.38
Date: 07-07 at 00:53:56, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1182.85(11) mean: 2243.64, max: 2882.78
Date: 07-07 at 00:55:15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1182.84(11) mean: 2004.31, max: 2831.18
Date: 07-07 at 00:56:35, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1182.84(11) mean: 1862.72, max: 2609.89
Date: 07-07 at 00:57:55, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1182.84(11) mean: 1744.83, max: 2472.24
Date: 07-07 at 00:59:18, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1182.84(11) mean: 1567.58, max: 2089.70
Date: 07-07 at 01:00:37, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1182.84(11) mean: 1561.14, max: 2085.58
Date: 07-07 at 01:02:06, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1182.84(11) mean: 1405.07, max: 1626.86
Date: 07-07 at 01:03:25, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1182.84(11) mean: 1363.14, max: 1648.65
Date: 07-07 at 01:04:45, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1182.84(11) mean: 1344.81, max: 1712.68
Date: 07-07 at 01:06:12, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1182.35(11) mean: 1235.47, max: 1372.03
Date: 07-07 at 01:07:34, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1179.77(11) mean: 1214.94, max: 1278.21
Date: 07-07 at 01:08:55, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1179.74(11) mean: 1303.89, max: 1374.88
Date: 07-07 at 01:10:07, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1179.74(11) mean: 1304.33, max: 1378.49
Date: 07-07 at 01:11:22, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1179.74(11) mean: 1329.43, max: 1404.63
Date: 07-07 at 01:12:52, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1179.74(11) mean: 1327.83, max: 1476.93
Date: 07-07 at 01:14:21, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1179.74(11) mean: 1284.80, max: 1484.28
Date: 07-07 at 01:15:42, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1179.74(11) mean: 1410.52, max: 1563.92
Date: 07-07 at 01:17:05, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1179.74(11) mean: 1387.33, max: 1651.16
Date: 07-07 at 01:18:28, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1179.74(11) mean: 1373.82, max: 1703.83
Date: 07-07 at 01:19:55, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1179.74(11) mean: 1230.08, max: 1329.96
Date: 07-07 at 01:21:26, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1179.74(11) mean: 1408.58, max: 1967.04
Date: 07-07 at 01:22:46, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1179.74(11) mean: 1364.39, max: 1917.56
Date: 07-07 at 01:24:09, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1179.74(11) mean: 1276.18, max: 1596.71
Date: 07-07 at 01:25:27, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1173.76(10) mean: 1246.27, max: 1383.67
Date: 07-07 at 01:26:54, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1151.97(10) mean: 1205.34, max: 1269.83
Date: 07-07 at 01:28:20, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1145.46(10) mean: 1226.08, max: 1309.90
Date: 07-07 at 01:29:35, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1145.02(10) mean: 1271.72, max: 1363.53
Date: 07-07 at 01:31:04, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1145.02(10) mean: 1216.74, max: 1278.64
Date: 07-07 at 01:32:27, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1145.02(10) mean: 1260.09, max: 1354.50
Date: 07-07 at 01:33:50, iter: 35, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1145.02(10) mean: 1251.96, max: 1361.54
Date: 07-07 at 01:35:20, iter: 36, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1145.02(10) mean: 1216.57, max: 1283.57
Date: 07-07 at 01:36:40, iter: 38, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1145.02(10) mean: 1401.14, max: 1621.35
Date: 07-07 at 01:38:01, iter: 39, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1145.02(10) mean: 1264.67, max: 1537.32
Date: 07-07 at 01:39:17, iter: 40, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1145.02(10) mean: 1266.81, max: 1579.80
Date: 07-07 at 01:40:30, iter: 41, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1145.02(10) mean: 1248.37, max: 1391.60
Date: 07-07 at 01:41:47, iter: 43, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1135.49(9) mean: 1401.73, max: 1683.96
Date: 07-07 at 01:43:06, iter: 44, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1133.06(9) mean: 1236.33, max: 1484.21
Date: 07-07 at 01:44:24, iter: 45, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1133.06(9) mean: 1215.09, max: 1297.59
Date: 07-07 at 01:45:39, iter: 46, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1133.06(9) mean: 1237.65, max: 1336.83
Date: 07-07 at 01:46:51, iter: 47, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1133.06(9) mean: 1259.21, max: 1392.24
Date: 07-07 at 01:48:07, iter: 48, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1133.06(9) mean: 1218.55, max: 1360.74
Date: 07-07 at 01:49:26, iter: 50, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1133.06(9) mean: 1350.67, max: 1489.73
Date: 07-07 at 01:50:41, iter: 51, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.86(9) mean: 1252.61, max: 1464.87
Date: 07-07 at 01:51:56, iter: 52, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.19(9) mean: 1253.98, max: 1414.33
Date: 07-07 at 01:53:20, iter: 53, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.19(9) mean: 1228.22, max: 1472.62
Date: 07-07 at 01:54:32, iter: 54, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.19(9) mean: 1267.29, max: 1529.42
Date: 07-07 at 01:55:53, iter: 55, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.19(9) mean: 1194.38, max: 1282.36
Date: 07-07 at 01:57:10, iter: 56, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.19(9) mean: 1233.75, max: 1339.88
Date: 07-07 at 01:58:30, iter: 58, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.19(9) mean: 1372.16, max: 1555.39
Date: 07-07 at 01:59:51, iter: 59, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.19(9) mean: 1297.24, max: 1556.84
Date: 07-07 at 02:01:03, iter: 60, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.19(9) mean: 1295.12, max: 1513.41
Date: 07-07 at 02:02:14, iter: 61, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.19(9) mean: 1256.23, max: 1451.47
Date: 07-07 at 02:03:34, iter: 63, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.19(9) mean: 1422.94, max: 1841.22
