Date: 07-07 at 11:45:41, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1445.84(11) mean: 2853.66, max: 3381.39
Date: 07-07 at 11:46:48, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1303.94(10) mean: 2424.89, max: 3176.38
Date: 07-07 at 11:47:54, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1230.28(9) mean: 2256.83, max: 2949.61
Date: 07-07 at 11:49:07, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1194.57(9) mean: 1983.83, max: 2830.85
Date: 07-07 at 11:50:19, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1194.51(9) mean: 1886.24, max: 2694.90
Date: 07-07 at 11:51:30, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1194.51(9) mean: 1730.54, max: 2443.30
Date: 07-07 at 11:52:48, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1194.51(9) mean: 1265.42, max: 1332.55
Date: 07-07 at 11:54:01, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1150.43(10) mean: 1261.62, max: 1383.94
Date: 07-07 at 11:55:07, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1147.93(10) mean: 1303.40, max: 1416.43
Date: 07-07 at 11:56:23, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1147.93(10) mean: 1286.81, max: 1456.69
Date: 07-07 at 11:57:32, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1147.93(10) mean: 1258.73, max: 1400.62
Date: 07-07 at 11:58:49, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1147.93(10) mean: 1214.80, max: 1264.95
Date: 07-07 at 12:00:03, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1147.93(10) mean: 1247.17, max: 1313.03
