Date: 12-19 at 11:39:41, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1533.65(5), mean: 2755.37, max: 3217.44
Date: 12-19 at 11:40:37, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1408.10(5), mean: 2559.62, max: 2878.29
Date: 12-19 at 11:41:31, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1278.40(9), mean: 2300.92, max: 2687.49
Date: 12-19 at 11:42:21, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1221.64(9), mean: 2279.83, max: 2628.59
Date: 12-19 at 11:43:17, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1219.96(9), mean: 1965.57, max: 2430.37
Date: 12-19 at 11:44:16, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1219.88(9), mean: 1668.89, max: 2019.26
Date: 12-19 at 11:45:13, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1219.88(9), mean: 1420.49, max: 1778.20
Date: 12-19 at 11:46:06, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1219.88(9), mean: 1463.35, max: 1803.10
Date: 12-19 at 11:47:02, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1219.88(9), mean: 1502.66, max: 1857.51
Date: 12-19 at 11:48:03, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1219.88(9), mean: 1414.56, max: 1826.76
Date: 12-19 at 11:49:05, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1183.78(9), mean: 1350.79, max: 1574.41
Date: 12-19 at 11:50:02, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1173.95(9), mean: 1349.04, max: 1585.59
Date: 12-19 at 11:51:00, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1173.85(9), mean: 1229.70, max: 1321.70
Date: 12-19 at 11:51:58, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1173.85(9), mean: 1259.62, max: 1356.74
Date: 12-19 at 11:52:51, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1173.85(9), mean: 1287.28, max: 1360.73
Date: 12-19 at 11:53:44, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1173.85(9), mean: 1326.18, max: 1419.87
Date: 12-19 at 11:54:48, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1173.85(9), mean: 1214.68, max: 1255.49
Date: 12-19 at 11:55:40, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1173.85(9), mean: 1361.59, max: 1517.29
Date: 12-19 at 11:56:38, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1173.67(8), mean: 1291.24, max: 1503.33
Date: 12-19 at 11:57:39, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1172.50(8), mean: 1201.80, max: 1239.94
Date: 12-19 at 11:58:32, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1171.53(8), mean: 1247.85, max: 1303.62
Date: 12-19 at 11:59:26, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1171.53(8), mean: 1304.33, max: 1389.40
Date: 12-19 at 12:00:28, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1169.18(9), mean: 1240.33, max: 1370.17
Date: 12-19 at 12:01:22, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1168.63(9), mean: 1246.43, max: 1353.90
Date: 12-19 at 12:02:25, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1166.73(9), mean: 1214.08, max: 1339.01
Date: 12-19 at 12:03:22, #particle: 15, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1166.73(9), mean: 1190.72, max: 1240.44
Date: 12-19 at 12:04:20, #particle: 15, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1166.73(9), mean: 1192.74, max: 1281.83
Date: 12-19 at 12:05:19, #particle: 15, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1166.73(9), mean: 1219.45, max: 1326.02
Date: 12-19 at 12:06:16, #particle: 15, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1166.73(9), mean: 1209.78, max: 1374.69
Date: 12-19 at 12:07:12, #particle: 15, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1166.73(9), mean: 1411.58, max: 1594.45
Date: 12-19 at 12:08:13, #particle: 15, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1162.97(8), mean: 1230.22, max: 1360.64
Date: 12-19 at 12:09:04, #particle: 15, iter: 35, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1156.21(8), mean: 1251.35, max: 1396.39
Date: 12-19 at 12:10:04, #particle: 15, iter: 36, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1149.87(8), mean: 1197.82, max: 1287.27
Date: 12-19 at 12:11:04, #particle: 15, iter: 37, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1147.49(8), mean: 1183.10, max: 1217.83
Date: 12-19 at 12:11:55, #particle: 15, iter: 38, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1147.49(8), mean: 1226.54, max: 1265.92
Date: 12-19 at 12:12:48, #particle: 15, iter: 39, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1147.49(8), mean: 1225.87, max: 1297.76
Date: 12-19 at 12:13:45, #particle: 15, iter: 40, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1147.49(8), mean: 1266.52, max: 1371.78
Date: 12-19 at 12:14:38, #particle: 15, iter: 41, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1147.49(8), mean: 1287.07, max: 1414.47
Date: 12-19 at 12:15:38, #particle: 15, iter: 43, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1141.86(10), mean: 1357.58, max: 1743.73
Date: 12-19 at 12:16:35, #particle: 15, iter: 44, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1134.95(10), mean: 1293.60, max: 1721.84
Date: 12-19 at 12:17:26, #particle: 15, iter: 45, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1134.95(10), mean: 1313.38, max: 1678.40
Date: 12-19 at 12:18:23, #particle: 15, iter: 46, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1134.95(10), mean: 1239.03, max: 1639.55
Date: 12-19 at 12:19:23, #particle: 15, iter: 47, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1134.95(10), mean: 1188.22, max: 1285.06
Date: 12-19 at 12:20:21, #particle: 15, iter: 48, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1134.95(10), mean: 1167.14, max: 1214.07
Date: 12-19 at 12:21:20, #particle: 15, iter: 50, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1134.95(10), mean: 1355.60, max: 1792.95
Date: 12-19 at 12:22:18, #particle: 15, iter: 51, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1134.95(10), mean: 1221.39, max: 1373.98
Date: 12-19 at 12:23:15, #particle: 15, iter: 52, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1134.95(10), mean: 1177.35, max: 1260.22
Date: 12-19 at 12:24:12, #particle: 15, iter: 53, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1134.61(9), mean: 1185.58, max: 1247.90
Date: 12-19 at 12:25:10, #particle: 15, iter: 54, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1129.33(9), mean: 1209.61, max: 1287.85
Date: 12-19 at 12:26:07, #particle: 15, iter: 55, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1129.33(9), mean: 1171.94, max: 1263.20
Date: 12-19 at 12:27:10, #particle: 15, iter: 56, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1128.74(9), mean: 1149.94, max: 1225.42
Date: 12-19 at 12:28:08, #particle: 15, iter: 57, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35, best obj: 1120.52(9), mean: 1148.35, max: 1257.03
