Date: 07-06 at 20:06:42, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1481.99(5) mean: 3208.20, max: 3889.45
Date: 07-06 at 20:08:11, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1393.12(13) mean: 2944.45, max: 3588.88
Date: 07-06 at 20:09:39, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1274.69(11) mean: 2861.29, max: 3474.23
Date: 07-06 at 20:11:08, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1229.28(11) mean: 2667.57, max: 3320.04
Date: 07-06 at 20:12:42, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1211.70(10) mean: 2656.34, max: 3315.69
Date: 07-06 at 20:14:08, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1210.90(10) mean: 2091.43, max: 2762.76
Date: 07-06 at 20:15:37, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1210.90(10) mean: 2099.97, max: 2789.69
Date: 07-06 at 20:17:19, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1210.90(10) mean: 1325.41, max: 1442.04
Date: 07-06 at 20:18:37, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1210.90(10) mean: 1408.50, max: 1560.62
Date: 07-06 at 20:20:03, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1210.90(10) mean: 1463.36, max: 1605.83
Date: 07-06 at 20:21:31, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1210.90(10) mean: 1477.29, max: 1695.44
Date: 07-06 at 20:22:59, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1210.90(10) mean: 1423.09, max: 1636.16
Date: 07-06 at 20:24:26, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1210.90(10) mean: 1424.47, max: 1618.02
Date: 07-06 at 20:26:00, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1210.90(10) mean: 1251.33, max: 1326.62
Date: 07-06 at 20:27:26, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1210.90(10) mean: 1404.01, max: 1751.42
Date: 07-06 at 20:28:53, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1185.89(10) mean: 1349.18, max: 1748.61
Date: 07-06 at 20:30:23, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1179.97(10) mean: 1278.89, max: 1486.06
Date: 07-06 at 20:31:41, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1169.35(9) mean: 1286.20, max: 1456.26
Date: 07-06 at 20:33:14, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1167.70(9) mean: 1210.63, max: 1318.63
Date: 07-06 at 20:34:39, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1166.50(9) mean: 1281.87, max: 1382.94
Date: 07-06 at 20:36:00, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1165.75(9) mean: 1318.47, max: 1429.80
Date: 07-06 at 20:37:20, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1165.75(9) mean: 1355.90, max: 1472.33
Date: 07-06 at 20:38:51, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1165.75(9) mean: 1384.03, max: 1532.21
Date: 07-06 at 20:40:27, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1165.75(9) mean: 1237.75, max: 1301.35
Date: 07-06 at 20:41:52, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1165.75(9) mean: 1280.32, max: 1353.61
Date: 07-06 at 20:43:25, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1165.75(9) mean: 1382.21, max: 1554.24
Date: 07-06 at 20:44:55, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1165.75(9) mean: 1235.89, max: 1530.77
Date: 07-06 at 20:46:25, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1165.75(9) mean: 1224.03, max: 1367.08
Date: 07-06 at 20:47:51, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1156.90(9) mean: 1210.64, max: 1381.79
Date: 07-06 at 20:49:19, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1156.90(9) mean: 1225.51, max: 1418.61
Date: 07-06 at 20:50:47, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1156.90(9) mean: 1209.98, max: 1370.73
Date: 07-06 at 20:52:12, iter: 35, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1156.90(9) mean: 1212.83, max: 1379.31
